Ca2 
  Keys,,    Transition,,        Wavelength   ,          Matrix el. ,       ,       Br. ratio,     Tran. rate   ,     Wavelength,       Unc  ,  Unc %,  Matrix el.,       Unc  ,   Unc %,      Br. ratio,          Unc  ,   Unc %,  Tran. rate,    Unc  ,  Unc %
 44,  56, 11d3/2,  9f5/2,           7289(4)  ,            7.47(13) ,        ,     0.00640(24),  7.29(25)E+04   ,          7289 ,          4 ,   0.05,        7.47,        0.13,    1.73,        0.00640,        0.00024,    3.73,  7.2945E+04,  2.5E+03,    3.46
 44,  58, 11d3/2, 10f5/2,         29940(60)  ,           85.37(42) ,        ,     0.01206(22),  1.375(16)E+05  ,         29940 ,         63 ,   0.21,       85.37,        0.42,    0.50,        0.01206,        0.00022,    1.86,  1.3754E+05,  1.6E+03,    1.18
 31,  11,  4d5/2,  4p3/2,       318.0251(7)  ,           5.779(30) ,        ,      1.0       ,  3.506(36)E+08  ,       318.0251,      0.0007,   0.00,       5.779,       0.030,    0.52,  1.00000000000,  0.00000000000,    0.00,  3.5058E+08,  3.6E+06,    1.04
 33,  11,  5d5/2,  4p3/2,       211.3426(3)  ,           1.636(20) ,        ,      0.5951(67),  9.58(24)E+07   ,       211.3426,      0.0003,   0.00,       1.636,       0.020,    1.25,         0.5951,         0.0067,    1.12,  9.5803E+07,  2.4E+06,    2.50
 33,  13,  5d5/2,  5p3/2,        825.106(5)  ,          10.108(64) ,        ,      0.3815(64),  6.142(77)E+07  ,        825.106,       0.005,   0.00,      10.108,       0.064,    0.63,         0.3815,         0.0064,    1.68,  6.1415E+07,  7.7E+05,    1.26
 33,  46,  5d5/2,  4f5/2,        2139.49(3)  ,           2.284(18) ,        ,    0.001117(25),  1.799(28)E+05  ,        2139.49,        0.03,   0.00,       2.284,       0.018,    0.78,       0.001117,       0.000025,    2.20,  1.7990E+05,  2.8E+03,    1.55
 33,  47,  5d5/2,  4f7/2,        2139.49(3)  ,          10.215(79) ,        ,     0.02235(49),  3.598(56)E+06  ,        2139.49,        0.03,   0.00,      10.215,       0.079,    0.78,        0.02235,        0.00049,    2.18,  3.5979E+06,  5.6E+04,    1.55
 35,  11,  6d5/2,  4p3/2,       181.4495(2)  ,           0.849(16) ,        ,      0.4796(96),  4.07(15)E+07   ,       181.4495,      0.0002,   0.00,       0.849,       0.016,    1.89,         0.4796,         0.0096,    2.00,  4.0744E+07,  1.5E+06,    3.78
 35,  13,  6d5/2,  5p3/2,        502.137(2)  ,           2.991(11) ,        ,      0.2809(54),  2.386(18)E+07  ,        502.137,       0.002,   0.00,       2.991,       0.011,    0.38,         0.2809,         0.0054,    1.91,  2.3861E+07,  1.8E+05,    0.75
 35,  15,  6d5/2,  6p3/2,        1665.44(2)  ,           15.29(10) ,        ,      0.2011(43),  1.709(23)E+07  ,        1665.44,        0.02,   0.00,       15.29,        0.10,    0.68,         0.2011,         0.0043,    2.13,  1.7088E+07,  2.3E+05,    1.36
 35,  46,  6d5/2,  4f5/2,        801.973(5)  ,          0.2779(41) ,        ,    0.000595(21),  5.06(15)E+04   ,        801.973,       0.005,   0.00,      0.2779,      0.0041,    1.49,       0.000595,       0.000021,    3.51,  5.0575E+04,  1.5E+03,    2.98
 35,  47,  6d5/2,  4f7/2,        801.973(5)  ,           1.243(19) ,        ,     0.01191(41),  1.011(30)E+06  ,        801.973,       0.005,   0.00,       1.243,       0.019,    1.49,        0.01191,        0.00041,    3.48,  1.0115E+06,  3.0E+04,    2.98
 35,  48,  6d5/2,  5f5/2,         4013.2(1)  ,           4.478(31) ,        ,    0.001233(28),  1.047(14)E+05  ,         4013.2,         0.1,   0.00,       4.478,       0.031,    0.69,       0.001233,       0.000028,    2.30,  1.0474E+05,  1.4E+03,    1.37
 35,  49,  6d5/2,  5f7/2,         4013.2(1)  ,           20.02(14) ,        ,     0.02466(56),  2.095(29)E+06  ,         4013.2,         0.1,   0.00,       20.02,        0.14,    0.69,        0.02466,        0.00056,    2.28,  2.0948E+06,  2.9E+04,    1.38
 37,  11,  7d5/2,  4p3/2,       168.0051(2)  ,           0.548(12) ,        ,       0.428(11),  2.138(95)E+07  ,       168.0051,      0.0002,   0.00,       0.548,       0.012,    2.21,          0.428,          0.011,    2.56,  2.1382E+07,  9.5E+05,    4.42
 37,  13,  7d5/2,  5p3/2,        411.097(1)  ,           1.585(11) ,        ,      0.2443(53),  1.221(17)E+07  ,        411.097,       0.001,   0.00,       1.585,       0.011,    0.70,         0.2443,         0.0053,    2.18,  1.2206E+07,  1.7E+05,    1.41
 37,  15,  7d5/2,  6p3/2,        960.185(7)  ,           4.546(10) ,        ,      0.1578(31),  7.883(35)E+06  ,        960.185,       0.007,   0.00,       4.546,       0.010,    0.22,         0.1578,         0.0031,    1.96,  7.8825E+06,  3.5E+04,    0.44
 37,  17,  7d5/2,  7p3/2,           2925(4)  , *        21.251(86) ,        ,      0.1220(25),  6.093(56)E+06  ,          2925 ,          4 ,   0.15,      21.251,       0.086,    0.41,         0.1220,         0.0025,    2.09,  6.0933E+06,  5.6E+04,    0.92
 37,  46,  7d5/2,  4f5/2,        592.435(2)  ,          0.1264(21) ,        ,    0.000520(20),  2.596(85)E+04  ,        592.435,       0.002,   0.00,      0.1264,      0.0021,    1.64,       0.000520,       0.000020,    3.81,  2.5957E+04,  8.5E+02,    3.29
 37,  47,  7d5/2,  4f7/2,        592.435(2)  ,          0.5654(93) ,        ,     0.01039(39),  5.19(17)E+05   ,        592.435,       0.002,   0.00,      0.5654,      0.0093,    1.64,        0.01039,        0.00039,    3.78,  5.1909E+05,  1.7E+04,    3.29
 37,  48,  7d5/2,  5f5/2,        1448.85(1)  ,          0.5389(84) ,        ,    0.000645(24),  3.22(10)E+04   ,        1448.85,        0.01,   0.00,      0.5389,      0.0084,    1.56,       0.000645,       0.000024,    3.67,  3.2244E+04,  1.0E+03,    3.13
 37,  49,  7d5/2,  5f7/2,        1448.85(1)  ,           2.410(38) ,        ,     0.01291(47),  6.45(20)E+05   ,        1448.85,        0.01,   0.00,       2.410,       0.038,    1.57,        0.01291,        0.00047,    3.64,  6.4487E+05,  2.0E+04,    3.13
 37,  50,  7d5/2,  6f5/2,         6764.4(3)  ,           7.139(46) ,        ,    0.001113(26),  5.560(71)E+04  ,         6764.4,         0.3,   0.00,       7.139,       0.046,    0.64,       0.001113,       0.000026,    2.31,  5.5601E+04,  7.1E+02,    1.28
 37,  51,  7d5/2,  6f7/2,         6764.4(3)  ,           31.93(21) ,        ,     0.02226(51),  1.112(14)E+06  ,         6764.4,         0.3,   0.00,       31.93,        0.21,    0.64,        0.02226,        0.00051,    2.30,  1.1120E+06,  1.4E+04,    1.29
 39,  11,  8d5/2,  4p3/2,       160.6185(2)  ,          0.3950(95) ,        ,       0.399(12),  1.272(61)E+07  ,       160.6185,      0.0002,   0.00,      0.3950,      0.0095,    2.41,          0.399,          0.012,    2.93,  1.2715E+07,  6.1E+05,    4.82
 39,  13,  8d5/2,  5p3/2,        369.516(1)  ,          1.0358(90) ,        ,      0.2253(53),  7.18(13)E+06   ,        369.516,       0.001,   0.00,      1.0358,      0.0090,    0.87,         0.2253,         0.0053,    2.36,  7.1809E+06,  1.3E+05,    1.74
 39,  15,  8d5/2,  6p3/2,        760.342(4)  ,           2.415(12) ,        ,      0.1406(30),  4.481(43)E+06  ,        760.342,       0.004,   0.00,       2.415,       0.012,    0.48,         0.1406,         0.0030,    2.13,  4.4811E+06,  4.3E+04,    0.95
 39,  17,  8d5/2,  7p3/2,           1624(1)  , *        6.3458(71) ,        ,      0.0995(20),  3.172(11)E+06  ,          1624 ,          1 ,   0.08,      6.3458,      0.0071,    0.11,         0.0995,         0.0020,    1.99,  3.1723E+06,  1.1E+04,    0.33
 39,  19,  8d5/2,  8p3/2,           4690(9)  , *         28.26(13) ,        ,      0.0820(18),  2.615(27)E+06  ,          4690 ,          9 ,   0.19,       28.26,        0.13,    0.44,         0.0820,         0.0018,    2.19,  2.6146E+06,  2.7E+04,    1.05
 39,  46,  8d5/2,  4f5/2,        509.767(2)  ,          0.0780(13) ,        ,    0.000486(19),  1.551(52)E+04  ,        509.767,       0.002,   0.00,      0.0780,      0.0013,    1.67,       0.000486,       0.000019,    3.88,  1.5509E+04,  5.2E+02,    3.34
 39,  47,  8d5/2,  4f7/2,        509.767(2)  ,          0.3488(58) ,        ,     0.00973(37),  3.10(10)E+05   ,        509.767,       0.002,   0.00,      0.3488,      0.0058,    1.67,        0.00973,        0.00037,    3.85,  3.1015E+05,  1.0E+04,    3.35
 39,  48,  8d5/2,  5f5/2,       1037.417(8)  ,          0.2433(43) ,        ,    0.000562(23),  1.790(63)E+04  ,       1037.417,       0.008,   0.00,      0.2433,      0.0043,    1.75,       0.000562,       0.000023,    4.02,  1.7904E+04,  6.3E+02,    3.51
 39,  49,  8d5/2,  5f7/2,       1037.417(8)  ,           1.088(19) ,        ,     0.01123(45),  3.58(13)E+05   ,       1037.417,       0.008,   0.00,       1.088,       0.019,    1.76,        0.01123,        0.00045,    3.99,  3.5807E+05,  1.3E+04,    3.51
 39,  50,  8d5/2,  6f5/2,        2372.12(4)  ,           0.841(14) ,        ,    0.000561(22),  1.789(59)E+04  ,        2372.12,        0.04,   0.00,       0.841,       0.014,    1.65,       0.000561,       0.000022,    3.84,  1.7893E+04,  5.9E+02,    3.30
 39,  51,  8d5/2,  6f7/2,        2372.12(4)  ,           3.761(62) ,        ,     0.01123(43),  3.58(12)E+05   ,        2372.12,        0.04,   0.00,       3.761,       0.062,    1.65,        0.01123,        0.00043,    3.82,  3.5785E+05,  1.2E+04,    3.31
 39,  52,  8d5/2,  7f5/2,        10563.5(8)  ,          10.297(64) ,        ,    0.000953(22),  3.038(38)E+04  ,        10563.5,         0.8,   0.01,      10.297,       0.064,    0.62,       0.000953,       0.000022,    2.33,  3.0377E+04,  3.8E+02,    1.24
 39,  53,  8d5/2,  7f7/2,        10563.5(8)  ,           46.05(29) ,        ,     0.01906(44),  6.075(75)E+05  ,        10563.5,         0.8,   0.01,       46.05,        0.29,    0.62,        0.01906,        0.00044,    2.31,  6.0754E+05,  7.5E+03,    1.24
 41,  11,  9d5/2,  4p3/2,       156.0678(2)  ,          0.3042(77) ,        ,       0.381(12),  8.22(42)E+06   ,       156.0678,      0.0002,   0.00,      0.3042,      0.0077,    2.53,          0.381,          0.012,    3.17,  8.2196E+06,  4.2E+05,    5.07
 41,  13,  9d5/2,  5p3/2,       346.2862(8)  ,          0.7534(73) ,        ,      0.2138(53),  4.616(90)E+06  ,       346.2862,      0.0008,   0.00,      0.7534,      0.0073,    0.97,         0.2138,         0.0053,    2.47,  4.6164E+06,  9.0E+04,    1.94
 41,  15,  9d5/2,  6p3/2,        668.120(3)  ,          1.5817(98) ,        ,      0.1312(30),  2.833(35)E+06  ,        668.120,       0.003,   0.00,      1.5817,      0.0098,    0.62,         0.1312,         0.0030,    2.25,  2.8326E+06,  3.5E+04,    1.24
 41,  17,  9d5/2,  7p3/2,         1254.5(8)  , *        3.3722(96) ,        ,      0.0901(19),  1.945(12)E+06  ,         1254.5,         0.8,   0.06,      3.3722,      0.0096,    0.28,         0.0901,         0.0019,    2.06,  1.9451E+06,  1.2E+04,    0.60
 41,  19,  9d5/2,  8p3/2,           2533(3)  , *        8.3859(44) ,        ,      0.0677(14),  1.4611(47)E+06 ,          2533 ,          3 ,   0.10,      8.3859,      0.0044,    0.05,         0.0677,         0.0014,    2.01,  1.4611E+06,  4.7E+03,    0.32
 41,  21,  9d5/2,  9p3/2,          7040(10)  , *         36.21(17) ,        ,      0.0587(13),  1.268(14)E+06  ,          7043 ,         15 ,   0.21,       36.21,        0.17,    0.47,         0.0587,         0.0013,    2.25,  1.2678E+06,  1.4E+04,    1.14
 41,  46,  9d5/2,  4f5/2,        466.587(2)  ,         0.05513(92) ,        ,    0.000468(18),  1.010(34)E+04  ,        466.587,       0.002,   0.00,     0.05513,     0.00092,    1.67,       0.000468,       0.000018,    3.89,  1.0103E+04,  3.4E+02,    3.35
 41,  47,  9d5/2,  4f7/2,        466.587(2)  ,          0.2465(41) ,        ,     0.00936(36),  2.020(68)E+05  ,        466.587,       0.002,   0.00,      0.2465,      0.0041,    1.67,        0.00936,        0.00036,    3.86,  2.0204E+05,  6.8E+03,    3.35
 41,  48,  9d5/2,  5f5/2,        873.001(5)  ,          0.1495(27) ,        ,    0.000526(21),  1.135(41)E+04  ,        873.001,       0.005,   0.00,      0.1495,      0.0027,    1.79,       0.000526,       0.000021,    4.09,  1.1347E+04,  4.1E+02,    3.57
 41,  49,  9d5/2,  5f7/2,        873.001(5)  ,           0.669(12) ,        ,     0.01051(43),  2.269(81)E+05  ,        873.001,       0.005,   0.00,       0.669,       0.012,    1.79,        0.01051,        0.00043,    4.06,  2.2693E+05,  8.1E+03,    3.58
 41,  50,  9d5/2,  6f5/2,        1658.09(2)  ,          0.3760(70) ,        ,    0.000485(20),  1.048(39)E+04  ,        1658.09,        0.02,   0.00,      0.3760,      0.0070,    1.86,       0.000485,       0.000020,    4.21,  1.0475E+04,  3.9E+02,    3.72
 41,  51,  9d5/2,  6f7/2,        1658.09(2)  ,           1.682(31) ,        ,     0.00970(41),  2.095(78)E+05  ,        1658.09,        0.02,   0.00,       1.682,       0.031,    1.86,        0.00970,        0.00041,    4.19,  2.0951E+05,  7.8E+03,    3.72
 41,  52,  9d5/2,  7f5/2,        3620.47(9)  ,           1.185(21) ,        ,    0.000463(18),  9.99(35)E+03   ,        3620.47,        0.09,   0.00,       1.185,       0.021,    1.74,       0.000463,       0.000018,    4.00,  9.9932E+03,  3.5E+02,    3.47
 41,  53,  9d5/2,  7f7/2,        3620.47(9)  ,           5.300(92) ,        ,     0.00926(37),  1.999(69)E+05  ,        3620.47,        0.09,   0.00,       5.300,       0.092,    1.74,        0.00926,        0.00037,    3.97,  1.9986E+05,  6.9E+03,    3.48
 41,  54,  9d5/2,  8f5/2,          15581(2)  ,          13.962(85) ,        ,    0.000806(19),  1.740(21)E+04  ,         15581 ,          2 ,   0.01,      13.962,       0.085,    0.61,       0.000806,       0.000019,    2.33,  1.7403E+04,  2.1E+02,    1.22
 41,  55,  9d5/2,  8f7/2,          15581(2)  ,           62.44(38) ,        ,     0.01612(37),  3.481(43)E+05  ,         15581 ,          2 ,   0.01,       62.44,        0.38,    0.61,        0.01612,        0.00037,    2.32,  3.4806E+05,  4.3E+03,    1.22
 43,  11, 10d5/2,  4p3/2,       153.0447(2)  ,          0.2448(63) ,        ,       0.369(12),  5.64(29)E+06   ,       153.0447,      0.0002,   0.00,      0.2448,      0.0063,    2.57,          0.369,          0.012,    3.27,  5.6441E+06,  2.9E+05,    5.13
 43,  13, 10d5/2,  5p3/2,       331.7463(8)  ,          0.5844(59) ,        ,      0.2064(51),  3.159(64)E+06  ,       331.7463,      0.0008,   0.00,      0.5844,      0.0059,    1.01,         0.2064,         0.0051,    2.49,  3.1588E+06,  6.4E+04,    2.03
 43,  15, 10d5/2,  6p3/2,        616.027(3)  ,          1.1526(80) ,        ,      0.1254(29),  1.919(27)E+06  ,        616.027,       0.003,   0.00,      1.1526,      0.0080,    0.69,         0.1254,         0.0029,    2.29,  1.9190E+06,  2.7E+04,    1.38
 43,  17, 10d5/2,  7p3/2,         1082.6(6)  , *        2.2078(82) ,        ,      0.0848(18),  1.2973(99)E+06 ,         1082.6,         0.6,   0.05,      2.2078,      0.0082,    0.37,         0.0848,         0.0018,    2.07,  1.2973E+06,  9.9E+03,    0.76
 43,  19, 10d5/2,  8p3/2,           1918(1)  , *        4.4380(96) ,        ,      0.0616(12),  9.425(46)E+05  ,          1918 ,          1 ,   0.08,      4.4380,      0.0096,    0.22,         0.0616,         0.0012,    2.00,  9.4247E+05,  4.6E+03,    0.49
 43,  21, 10d5/2,  9p3/2,           3724(4)  , *       10.6786(53) ,        ,     0.04874(96),  7.459(26)E+05  ,          3724 ,          4 ,   0.11,     10.6786,      0.0053,    0.05,        0.04874,        0.00096,    1.98,  7.4588E+05,  2.6E+03,    0.35
 43,  23, 10d5/2, 10p3/2,         10080(20)  , *         45.12(22) ,        ,     0.04391(99),  6.720(78)E+05  ,         10076 ,         20 ,   0.20,       45.12,        0.22,    0.50,        0.04391,        0.00099,    2.25,  6.7198E+05,  7.8E+03,    1.16
 43,  46, 10d5/2,  4f5/2,        440.570(1)  ,         0.04206(69) ,        ,    0.000456(17),  6.99(23)E+03   ,        440.570,       0.001,   0.00,     0.04206,     0.00069,    1.64,       0.000456,       0.000017,    3.81,  6.9850E+03,  2.3E+02,    3.28
 43,  47, 10d5/2,  4f7/2,        440.570(1)  ,          0.1881(31) ,        ,     0.00913(35),  1.397(46)E+05  ,        440.570,       0.001,   0.00,      0.1881,      0.0031,    1.64,        0.00913,        0.00035,    3.79,  1.3969E+05,  4.6E+03,    3.28
 43,  48, 10d5/2,  5f5/2,        786.138(4)  ,          0.1055(19) ,        ,    0.000505(20),  7.73(27)E+03   ,        786.138,       0.004,   0.00,      0.1055,      0.0019,    1.76,       0.000505,       0.000020,    4.02,  7.7342E+03,  2.7E+02,    3.51
 43,  49, 10d5/2,  5f7/2,        786.138(4)  ,          0.4717(83) ,        ,     0.01011(40),  1.547(54)E+05  ,        786.138,       0.004,   0.00,      0.4717,      0.0083,    1.76,        0.01011,        0.00040,    3.99,  1.5468E+05,  5.4E+03,    3.52
 43,  50, 10d5/2,  6f5/2,        1370.48(1)  ,          0.2300(43) ,        ,    0.000453(19),  6.94(26)E+03   ,        1370.48,        0.01,   0.00,      0.2300,      0.0043,    1.86,       0.000453,       0.000019,    4.21,  6.9376E+03,  2.6E+02,    3.73
 43,  51, 10d5/2,  6f7/2,        1370.48(1)  ,           1.028(19) ,        ,     0.00907(38),  1.387(52)E+05  ,        1370.48,        0.01,   0.00,       1.028,       0.019,    1.87,        0.00907,        0.00038,    4.18,  1.3875E+05,  5.2E+03,    3.73
 43,  52, 10d5/2,  7f5/2,        2482.78(4)  ,           0.525(10) ,        ,    0.000397(17),  6.08(23)E+03   ,        2482.78,        0.04,   0.00,       0.525,       0.010,    1.93,       0.000397,       0.000017,    4.32,  6.0752E+03,  2.3E+02,    3.86
 43,  53, 10d5/2,  7f7/2,        2482.78(4)  ,           2.347(45) ,        ,     0.00794(34),  1.215(47)E+05  ,        2482.78,        0.04,   0.00,       2.347,       0.045,    1.93,        0.00794,        0.00034,    4.30,  1.2150E+05,  4.7E+03,    3.86
 43,  54, 10d5/2,  8f5/2,         5242.5(2)  ,           1.571(28) ,        ,    0.000378(15),  5.79(21)E+03   ,         5242.5,         0.2,   0.00,       1.571,       0.028,    1.80,       0.000378,       0.000015,    4.09,  5.7853E+03,  2.1E+02,    3.59
 43,  55, 10d5/2,  8f7/2,         5242.5(2)  ,            7.03(13) ,        ,     0.00756(31),  1.157(42)E+05  ,         5242.5,         0.2,   0.00,        7.03,        0.13,    1.80,        0.00756,        0.00031,    4.07,  1.1571E+05,  4.2E+03,    3.60
 43,  56, 10d5/2,  9f5/2,         21990(20)  ,           18.14(11) ,        ,    0.000683(16),  1.045(13)E+04  ,         21988 ,         24 ,   0.11,       18.14,        0.11,    0.61,       0.000683,       0.000016,    2.32,  1.0448E+04,  1.3E+02,    1.26
 43,  57, 10d5/2,  9f7/2,         21990(20)  ,           81.10(50) ,        ,     0.01366(32),  2.090(26)E+05  ,         21988 ,         24 ,   0.11,       81.10,        0.50,    0.61,        0.01366,        0.00032,    2.32,  2.0896E+05,  2.6E+03,    1.27
 45,  11, 11d5/2,  4p3/2,        150.926(1)  ,          0.2030(54) ,        ,       0.360(12),  4.05(22)E+06   ,        150.926,       0.001,   0.00,      0.2030,      0.0054,    2.68,          0.360,          0.012,    3.46,  4.0477E+06,  2.2E+05,    5.35
 45,  13, 11d5/2,  5p3/2,        321.950(5)  ,          0.4727(51) ,        ,      0.2013(52),  2.261(49)E+06  ,        321.950,       0.005,   0.00,      0.4727,      0.0051,    1.08,         0.2013,         0.0052,    2.60,  2.2614E+06,  4.9E+04,    2.16
 45,  15, 11d5/2,  6p3/2,         583.08(2)  ,          0.8953(68) ,        ,      0.1215(29),  1.365(21)E+06  ,         583.08,        0.02,   0.00,      0.8953,      0.0068,    0.76,         0.1215,         0.0029,    2.39,  1.3653E+06,  2.1E+04,    1.52
 45,  17, 11d5/2,  7p3/2,          984.8(5)  , *        1.6085(69) ,        ,      0.0814(17),  9.147(79)E+05  ,          984.8,         0.5,   0.05,      1.6085,      0.0069,    0.43,         0.0814,         0.0017,    2.14,  9.1473E+05,  7.9E+03,    0.87
 45,  19, 11d5/2,  8p3/2,           1631(1)  , *        2.8971(87) ,        ,      0.0581(12),  6.531(41)E+05  ,          1631 ,          1 ,   0.07,      2.8971,      0.0087,    0.30,         0.0581,         0.0012,    2.08,  6.5308E+05,  4.1E+03,    0.63
 45,  21, 11d5/2,  9p3/2,           2776(2)  , *        5.6262(94) ,        ,     0.04450(90),  4.999(21)E+05  ,          2776 ,          2 ,   0.08,      5.6262,      0.0094,    0.17,        0.04450,        0.00090,    2.03,  4.9988E+05,  2.1E+03,    0.42
 45,  23, 11d5/2, 10p3/2,           5237(6)  , *       13.2258(66) ,        ,     0.03662(74),  4.114(14)E+05  ,          5237 ,          6 ,   0.11,     13.2258,      0.0066,    0.05,        0.03662,        0.00074,    2.02,  4.1136E+05,  1.4E+03,    0.34
 45,  25, 11d5/2, 11p3/2,         13870(40)  , *         54.97(28) ,        ,     0.03402(81),  3.822(51)E+05  ,         13873 ,         40 ,   0.29,       54.97,        0.28,    0.52,        0.03402,        0.00081,    2.37,  3.8218E+05,  5.1E+03,    1.34
 45,  46, 11d5/2,  4f5/2,        423.458(9)  ,         0.03366(56) ,        ,    0.000449(17),  5.04(17)E+03   ,        423.458,       0.009,   0.00,     0.03366,     0.00056,    1.66,       0.000449,       0.000017,    3.87,  5.0388E+03,  1.7E+02,    3.32
 45,  47, 11d5/2,  4f7/2,        423.458(9)  ,          0.1505(25) ,        ,     0.00897(35),  1.008(33)E+05  ,        423.458,       0.009,   0.00,      0.1505,      0.0025,    1.66,        0.00897,        0.00035,    3.85,  1.0077E+05,  3.3E+03,    3.32
 45,  48, 11d5/2,  5f5/2,         733.27(3)  ,          0.0804(14) ,        ,    0.000492(20),  5.53(20)E+03   ,         733.27,        0.03,   0.00,      0.0804,      0.0014,    1.78,       0.000492,       0.000020,    4.08,  5.5301E+03,  2.0E+02,    3.57
 45,  49, 11d5/2,  5f7/2,         733.27(3)  ,          0.3593(64) ,        ,     0.00985(40),  1.106(39)E+05  ,         733.27,        0.03,   0.00,      0.3593,      0.0064,    1.79,        0.00985,        0.00040,    4.06,  1.1060E+05,  3.9E+03,    3.57
 45,  50, 11d5/2,  6f5/2,        1217.45(7)  ,          0.1616(31) ,        ,    0.000435(19),  4.89(19)E+03   ,        1217.45,        0.07,   0.01,      0.1616,      0.0031,    1.90,       0.000435,       0.000019,    4.29,  4.8880E+03,  1.9E+02,    3.81
 45,  51, 11d5/2,  6f7/2,        1217.45(7)  ,           0.723(14) ,        ,     0.00870(37),  9.78(37)E+04   ,        1217.45,        0.07,   0.01,       0.723,       0.014,    1.91,        0.00870,        0.00037,    4.27,  9.7758E+04,  3.7E+03,    3.81
 45,  52, 11d5/2,  7f5/2,         2022.3(2)  ,          0.3188(64) ,        ,    0.000369(17),  4.15(17)E+03   ,         2022.3,         0.2,   0.01,      0.3188,      0.0064,    2.01,       0.000369,       0.000017,    4.48,  4.1508E+03,  1.7E+02,    4.02
 45,  53, 11d5/2,  7f7/2,         2022.3(2)  ,           1.426(29) ,        ,     0.00739(33),  8.30(33)E+04   ,         2022.3,         0.2,   0.01,       1.426,       0.029,    2.01,        0.00739,        0.00033,    4.47,  8.3015E+04,  3.3E+03,    4.03
 45,  54, 11d5/2,  8f5/2,         3540.2(6)  ,           0.688(14) ,        ,    0.000321(15),  3.61(15)E+03   ,         3540.2,         0.6,   0.02,       0.688,       0.014,    2.08,       0.000321,       0.000015,    4.61,  3.6056E+03,  1.5E+02,    4.16
 45,  55, 11d5/2,  8f7/2,         3540.2(6)  ,           3.078(64) ,        ,     0.00642(29),  7.21(30)E+04   ,         3540.2,         0.6,   0.02,       3.078,       0.064,    2.08,        0.00642,        0.00029,    4.59,  7.2111E+04,  3.0E+03,    4.17
 45,  56, 11d5/2,  9f5/2,           7289(4)  ,           1.997(39) ,        ,    0.000309(14),  3.48(14)E+03   ,          7289 ,          4 ,   0.05,       1.997,       0.039,    1.96,       0.000309,       0.000014,    4.40,  3.4764E+03,  1.4E+02,    3.93
 45,  57, 11d5/2,  9f7/2,           7289(4)  ,            8.93(18) ,        ,     0.00619(27),  6.95(27)E+04   ,          7289 ,          4 ,   0.05,        8.93,        0.18,    1.97,        0.00619,        0.00027,    4.39,  6.9527E+04,  2.7E+03,    3.94
 45,  58, 11d5/2, 10f5/2,         29940(60)  ,           22.81(13) ,        ,    0.000583(14),  6.549(87)E+03  ,         29940 ,         63 ,   0.21,       22.81,        0.13,    0.59,       0.000583,       0.000014,    2.39,  6.5487E+03,  8.7E+01,    1.33
 45,  59, 11d5/2, 10f7/2,         29940(60)  ,          102.03(60) ,        ,     0.01166(28),  1.310(17)E+05  ,         29940 ,         63 ,   0.21,      102.03,        0.60,    0.59,        0.01166,        0.00028,    2.39,  1.3097E+05,  1.7E+03,    1.34
