Li1 
  Keys,,    Transition,,        Wavelength   ,          Matrix el. ,       ,       Br. ratio,     Tran. rate   ,     Wavelength,       Unc  ,  Unc %,  Matrix el.,       Unc  ,   Unc %,      Br. ratio,          Unc  ,   Unc %,  Tran. rate,    Unc  ,  Unc %
  8,  14,  9s1/2,  4p1/2,         1807.1(3)  ,         0.66210(33) ,        ,    0.043075(55),  7.5256(86)E+04 ,         1807.1,         0.3,   0.02,     0.66210,     0.00033,    0.05,       0.043075,       0.000055,    0.13,  7.5256E+04,  8.6E+01,    0.11
  8,  15,  9s1/2,  4p3/2,         1807.1(3)  ,         0.93635(47) ,        ,     0.08615(11),  1.5051(17)E+05 ,         1807.1,         0.3,   0.02,     0.93635,     0.00047,    0.05,        0.08615,        0.00011,    0.12,  1.5051E+05,  1.7E+02,    0.11
  8,  16,  9s1/2,  5p1/2,           3347(1)  ,         1.36664(68) ,        ,    0.028884(45),  5.0463(72)E+04 ,          3347 ,          1 ,   0.03,     1.36664,     0.00068,    0.05,       0.028884,       0.000045,    0.15,  5.0463E+04,  7.2E+01,    0.14
  8,  17,  9s1/2,  5p3/2,           3347(1)  ,         1.93272(97) ,        ,    0.057768(87),  1.0093(14)E+05 ,          3347 ,          1 ,   0.03,     1.93272,     0.00097,    0.05,       0.057768,       0.000087,    0.15,  1.0093E+05,  1.4E+02,    0.14
  8,  18,  9s1/2,  6p1/2,           6202(4)  ,          2.9671(15) ,        ,    0.021402(47),  3.7391(79)E+04 ,          6202 ,          4 ,   0.06,      2.9671,      0.0015,    0.05,       0.021402,       0.000047,    0.22,  3.7391E+04,  7.9E+01,    0.21
  8,  19,  9s1/2,  6p3/2,           6202(4)  ,          4.1961(21) ,        ,    0.042803(92),  7.478(16)E+04  ,          6202 ,          4 ,   0.06,      4.1961,      0.0021,    0.05,       0.042803,       0.000092,    0.21,  7.4781E+04,  1.6E+02,    0.21
  8,  20,  9s1/2,  7p1/2,         12720(20)  ,          7.9333(40) ,        ,    0.017718(70),  3.095(12)E+04  ,         12723 ,         16 ,   0.13,      7.9333,      0.0040,    0.05,       0.017718,       0.000070,    0.40,  3.0955E+04,  1.2E+02,    0.40
  8,  21,  9s1/2,  7p3/2,         12720(20)  ,         11.2194(56) ,        ,     0.03544(14),  6.191(25)E+04  ,         12723 ,         16 ,   0.13,     11.2194,      0.0056,    0.05,        0.03544,        0.00014,    0.39,  6.1910E+04,  2.5E+02,    0.40
  8,  22,  9s1/2,  8p1/2,        39700(200)  ,           45.26(11) ,        ,     0.01894(24),  3.308(43)E+04  ,         39735 ,        159 ,   0.40,       45.26,        0.11,    0.25,        0.01894,        0.00024,    1.27,  3.3083E+04,  4.3E+02,    1.30
  8,  23,  9s1/2,  8p3/2,        39700(200)  ,           64.01(16) ,        ,     0.03787(47),  6.617(86)E+04  ,         39735 ,        159 ,   0.40,       64.01,        0.16,    0.25,        0.03787,        0.00047,    1.25,  6.6166E+04,  8.6E+02,    1.30
  9,  10, 10s1/2,  2p1/2,          365.0(1)  ,         0.08917(21) ,        ,     0.12922(99),  1.6561(81)E+05 ,          365.0,         0.1,   0.04,     0.08917,     0.00021,    0.24,        0.12922,        0.00099,    0.77,  1.6561E+05,  8.1E+02,    0.49
  9,  11, 10s1/2,  2p3/2,          365.0(1)  ,         0.12611(30) ,        ,      0.2584(19),  3.312(16)E+05  ,          365.0,         0.1,   0.04,     0.12611,     0.00030,    0.24,         0.2584,         0.0019,    0.72,  3.3121E+05,  1.6E+03,    0.49
  9,  12, 10s1/2,  3p1/2,          879.3(8)  ,         0.24580(89) ,        ,     0.07024(67),  9.003(70)E+04  ,          879.3,         0.8,   0.09,     0.24580,     0.00089,    0.36,        0.07024,        0.00067,    0.96,  9.0028E+04,  7.0E+02,    0.77
  9,  13, 10s1/2,  3p3/2,          879.3(8)  ,          0.3476(13) ,        ,      0.1405(13),  1.801(14)E+05  ,          879.3,         0.8,   0.09,      0.3476,      0.0013,    0.36,         0.1405,         0.0013,    0.92,  1.8005E+05,  1.4E+03,    0.77
  9,  14, 10s1/2,  4p1/2,           1716(3)  ,          0.5175(22) ,        ,     0.04192(48),  5.372(54)E+04  ,          1716 ,          3 ,   0.17,      0.5175,      0.0022,    0.43,        0.04192,        0.00048,    1.16,  5.3721E+04,  5.4E+02,    1.01
  9,  15, 10s1/2,  4p3/2,           1716(3)  ,          0.7319(32) ,        ,     0.08383(94),  1.074(11)E+05  ,          1716 ,          3 ,   0.17,      0.7319,      0.0032,    0.43,        0.08383,        0.00094,    1.12,  1.0744E+05,  1.1E+03,    1.01
  9,  16, 10s1/2,  5p1/2,           3047(9)  ,          0.9962(46) ,        ,     0.02774(39),  3.556(46)E+04  ,          3047 ,          9 ,   0.30,      0.9962,      0.0046,    0.46,        0.02774,        0.00039,    1.42,  3.5555E+04,  4.6E+02,    1.30
  9,  17, 10s1/2,  5p3/2,           3047(9)  ,          1.4088(65) ,        ,     0.05548(77),  7.111(93)E+04  ,          3047 ,          9 ,   0.30,      1.4088,      0.0065,    0.46,        0.05548,        0.00077,    1.38,  7.1111E+04,  9.3E+02,    1.30
  9,  18, 10s1/2,  6p1/2,          5240(30)  ,          1.9121(88) ,        ,     0.02005(38),  2.569(47)E+04  ,          5243 ,         27 ,   0.52,      1.9121,      0.0088,    0.46,        0.02005,        0.00038,    1.90,  2.5693E+04,  4.7E+02,    1.82
