K1  
  Keys,,    Transition,,        Wavelength   ,          Matrix el. ,       ,       Br. ratio,     Tran. rate   ,     Wavelength,       Unc  ,  Unc %,  Matrix el.,       Unc  ,   Unc %,      Br. ratio,          Unc  ,   Unc %,  Tran. rate,    Unc  ,  Unc %
 27,   7, 12p3/2, 10s1/2,       13182.38(5)  ,           4.096(24) ,        ,     0.01665(41),  3.711(44)E+03  ,       13182.38,        0.05,   0.00,       4.096,       0.024,    0.59,        0.01665,        0.00041,    2.49,  3.7106E+03,  4.4E+01,    1.19
 27,   8, 12p3/2, 11s1/2,        26719.7(2)  ,          12.877(67) ,        ,     0.01975(48),  4.403(46)E+03  ,        26719.7,         0.2,   0.00,      12.877,       0.067,    0.52,        0.01975,        0.00048,    2.43,  4.4028E+03,  4.6E+01,    1.05
 27,   9, 12p3/2, 12s1/2,          98682(3)  ,          139.17(27) ,        ,      0.0458(10),  1.0208(40)E+04 ,         98682 ,          3 ,   0.00,      139.17,        0.27,    0.20,         0.0458,         0.0010,    2.23,  1.0208E+04,  4.0E+01,    0.39
 27,  28, 12p3/2,  3d3/2,       804.1283(4)  ,          0.0540(27) ,        ,      0.0128(13),  2.84(28)E+03   ,       804.1283,      0.0004,   0.00,      0.0540,      0.0027,    4.91,         0.0128,         0.0013,    9.95,  2.8445E+03,  2.8E+02,    9.82
 27,  29, 12p3/2,  3d5/2,       803.9791(4)  ,          0.1621(79) ,        ,       0.115(10),  2.56(25)E+04   ,       803.9791,      0.0004,   0.00,      0.1621,      0.0079,    4.89,          0.115,          0.010,    8.87,  2.5619E+04,  2.5E+03,    9.79
 27,  30, 12p3/2,  4d3/2,       1520.989(1)  ,          0.1470(57) ,        ,      0.0139(11),  3.11(24)E+03   ,       1520.989,       0.001,   0.00,      0.1470,      0.0057,    3.90,         0.0139,         0.0011,    8.00,  3.1089E+03,  2.4E+02,    7.80
 27,  31, 12p3/2,  4d5/2,       1520.742(1)  ,           0.441(17) ,        ,      0.1257(89),  2.80(22)E+04   ,       1520.742,       0.001,   0.00,       0.441,       0.017,    3.88,         0.1257,         0.0089,    7.07,  2.8019E+04,  2.2E+03,    7.77
 27,  32, 12p3/2,  5d3/2,       2640.566(3)  ,           0.312(13) ,        ,      0.0120(10),  2.68(22)E+03   ,       2640.566,       0.003,   0.00,       0.312,       0.013,    4.15,         0.0120,         0.0010,    8.49,  2.6770E+03,  2.2E+02,    8.30
 27,  33, 12p3/2,  5d5/2,       2640.215(3)  ,           0.936(39) ,        ,      0.1082(83),  2.41(20)E+04   ,       2640.215,       0.003,   0.00,       0.936,       0.039,    4.13,         0.1082,         0.0083,    7.63,  2.4126E+04,  2.0E+03,    8.26
 27,  34, 12p3/2,  6d3/2,       4392.421(8)  ,           0.604(25) ,        ,     0.00979(85),  2.18(18)E+03   ,       4392.421,       0.008,   0.00,       0.604,       0.025,    4.22,        0.00979,        0.00085,    8.64,  2.1825E+03,  1.8E+02,    8.43
 27,  35, 12p3/2,  6d5/2,       4391.909(8)  ,           1.814(76) ,        ,      0.0882(70),  1.97(16)E+04   ,       4391.909,       0.008,   0.00,       1.814,       0.076,    4.19,         0.0882,         0.0070,    7.92,  1.9669E+04,  1.6E+03,    8.38
 27,  36, 12p3/2,  7d3/2,        7276.06(2)  ,           1.170(49) ,        ,     0.00808(70),  1.80(15)E+03   ,        7276.06,        0.02,   0.00,       1.170,       0.049,    4.21,        0.00808,        0.00070,    8.64,  1.8004E+03,  1.5E+02,    8.43
 27,  37, 12p3/2,  7d5/2,        7275.23(2)  ,            3.51(15) ,        ,      0.0728(59),  1.62(14)E+04   ,        7275.23,        0.02,   0.00,        3.51,        0.15,    4.18,         0.0728,         0.0059,    8.04,  1.6225E+04,  1.4E+03,    8.37
 27,  38, 12p3/2,  8d3/2,       12585.23(5)  ,            2.47(10) ,        ,     0.00695(59),  1.55(13)E+03   ,       12585.23,        0.05,   0.00,        2.47,        0.10,    4.11,        0.00695,        0.00059,    8.46,  1.5487E+03,  1.3E+02,    8.22
 27,  39, 12p3/2,  8d5/2,       12583.67(5)  ,            7.41(30) ,        ,      0.0626(50),  1.40(11)E+04   ,       12583.67,        0.05,   0.00,        7.41,        0.30,    4.08,         0.0626,         0.0050,    7.94,  1.3956E+04,  1.1E+03,    8.16
 27,  40, 12p3/2,  9d3/2,        24957.0(2)  ,            6.68(24) ,        ,     0.00652(49),  1.45(10)E+03   ,        24957.0,         0.2,   0.00,        6.68,        0.24,    3.60,        0.00652,        0.00049,    7.49,  1.4526E+03,  1.0E+02,    7.20
 27,  41, 12p3/2,  9d5/2,        24952.9(2)  ,           20.04(72) ,        ,      0.0587(41),  1.309(94)E+04  ,        24952.9,         0.2,   0.00,       20.04,        0.72,    3.57,         0.0587,         0.0041,    7.06,  1.3090E+04,  9.4E+02,    7.14
 27,  42, 12p3/2, 10d3/2,          82527(2)  ,            47.3(14) ,        ,     0.00904(57),  2.01(12)E+03   ,         82527 ,          2 ,   0.00,        47.3,         1.4,    2.96,        0.00904,        0.00057,    6.27,  2.0145E+03,  1.2E+02,    5.93
 27,  43, 12p3/2, 10d5/2,          82495(2)  ,           141.8(42) ,        ,      0.0814(47),  1.81(11)E+04   ,         82495 ,          2 ,   0.00,       141.8,         4.2,    2.95,         0.0814,         0.0047,    5.83,  1.8137E+04,  1.1E+03,    5.90
 28,  10,  3d3/2,  4p1/2,      1169.3442(7)  ,          7.9488(76) ,        ,     0.83535(36),  2.0016(38)E+07 ,      1169.3442,      0.0007,   0.00,      7.9488,      0.0076,    0.10,        0.83535,        0.00036,    0.04,  2.0016E+07,  3.8E+04,    0.19
 28,  11,  3d3/2,  4p3/2,      1177.2889(7)  ,          3.5650(31) ,        ,     0.16465(36),  3.9452(69)E+06 ,      1177.2889,      0.0007,   0.00,      3.5650,      0.0031,    0.09,        0.16465,        0.00036,    0.22,  3.9452E+06,  6.9E+03,    0.18
 30,  10,  4d3/2,  4p1/2,       693.8199(2)  ,           0.095(87) ,        ,      0.0040(72),  1.4(25)E+04    ,       693.8199,      0.0002,   0.00,       0.095,       0.087,   91.68,         0.0040,         0.0072,  182.63,  1.3733E+04,  2.5E+04,  183.35
 30,  11,  4d3/2,  4p3/2,       696.6092(2)  ,           0.032(26) ,        ,     0.00046(72),  1.6(25)E+03    ,       696.6092,      0.0002,   0.00,       0.032,       0.026,   79.22,        0.00046,        0.00072,  158.38,  1.5812E+03,  2.5E+03,  158.45
 30,  12,  4d3/2,  5p1/2,        3708.15(1)  ,          17.023(82) ,        ,      0.8317(64),  2.879(28)E+06  ,        3708.15,        0.01,   0.00,      17.023,       0.082,    0.48,         0.8317,         0.0064,    0.76,  2.8787E+06,  2.8E+04,    0.96
 30,  13,  4d3/2,  5p3/2,        3734.12(1)  ,           7.635(36) ,        ,      0.1639(22),  5.672(53)E+05  ,        3734.12,        0.01,   0.00,       7.635,       0.036,    0.47,         0.1639,         0.0022,    1.34,  5.6716E+05,  5.3E+03,    0.94
 32,  10,  5d3/2,  4p1/2,       581.3764(1)  ,           0.336(63) ,        ,       0.192(58),  2.9(11)E+05    ,       581.3764,      0.0001,   0.00,       0.336,       0.063,   18.66,          0.192,          0.058,   30.25,  2.9167E+05,  1.1E+05,   37.32
 32,  11,  5d3/2,  4p3/2,       583.3335(1)  ,           0.156(28) ,        ,       0.041(14),  6.2(22)E+04    ,       583.3335,      0.0001,   0.00,       0.156,       0.028,   17.99,          0.041,          0.014,   35.29,  6.2485E+04,  2.2E+04,   35.99
 32,  12,  5d3/2,  5p1/2,       1823.365(2)  ,            0.87(14) ,        ,       0.042(13),  6.3(21)E+04    ,       1823.365,       0.002,   0.00,        0.87,        0.14,   16.41,          0.042,          0.013,   32.31,  6.3255E+04,  2.1E+04,   32.82
 32,  13,  5d3/2,  5p3/2,       1829.622(2)  ,           0.371(64) ,        ,      0.0075(26),  1.14(39)E+04   ,       1829.622,       0.002,   0.00,       0.371,       0.064,   17.36,         0.0075,         0.0026,   35.28,  1.1357E+04,  3.9E+03,   34.73
 32,  14,  5d3/2,  6p1/2,         8428.3(4)  ,           29.00(19) ,        ,       0.468(35),  7.114(93)E+05  ,         8428.3,         0.4,   0.00,       29.00,        0.19,    0.66,          0.468,          0.035,    7.53,  7.1139E+05,  9.3E+03,    1.31
 32,  15,  5d3/2,  6p3/2,         8488.7(4)  ,          13.007(83) ,        ,      0.0921(70),  1.401(18)E+05  ,         8488.7,         0.4,   0.00,      13.007,       0.083,    0.64,         0.0921,         0.0070,    7.61,  1.4010E+05,  1.8E+03,    1.28
 32,  46,  5d3/2,  4f5/2,         4859.3(1)  ,            7.39(21) ,        ,       0.158(14),  2.41(13)E+05   ,         4859.3,         0.1,   0.00,        7.39,        0.21,    2.80,          0.158,          0.014,    8.83,  2.4078E+05,  1.3E+04,    5.60
 34,  10,  6d3/2,  4p1/2,       534.4455(1)  ,           0.341(44) ,        ,       0.363(61),  3.9(10)E+05    ,       534.4455,      0.0001,   0.00,       0.341,       0.044,   13.00,          0.363,          0.061,   16.71,  3.8510E+05,  1.0E+05,   25.99
 34,  11,  6d3/2,  4p3/2,       536.0990(1)  ,           0.156(20) ,        ,       0.076(19),  8.0(20)E+04    ,       536.0990,      0.0001,   0.00,       0.156,       0.020,   12.68,          0.076,          0.019,   25.31,  8.0396E+04,  2.0E+04,   25.37
 34,  12,  6d3/2,  5p1/2,       1429.637(1)  ,           0.083(98) ,        ,      0.0011(27),  1.2(28)E+03    ,       1429.637,       0.001,   0.00,       0.083,       0.098,  117.83,         0.0011,         0.0027,  235.59,  1.2073E+03,  2.8E+03,  235.66
 34,  13,  6d3/2,  5p3/2,       1433.481(1)  ,           0.048(44) ,        ,     0.00038(69),  4.0(73)E+02    ,       1433.481,       0.001,   0.00,       0.048,       0.044,   91.78,        0.00038,        0.00069,  183.74,  3.9835E+02,  7.3E+02,  183.55
 34,  14,  6d3/2,  6p1/2,        3707.97(7)  ,            1.86(19) ,        ,      0.0323(72),  3.42(71)E+04   ,        3707.97,        0.07,   0.00,        1.86,        0.19,   10.44,         0.0323,         0.0072,   22.41,  3.4250E+04,  7.1E+03,   20.87
 34,  15,  6d3/2,  6p3/2,        3719.61(7)  ,           0.802(87) ,        ,      0.0060(14),  6.3(14)E+03    ,        3719.61,        0.07,   0.00,       0.802,       0.087,   10.90,         0.0060,         0.0014,   23.76,  6.3263E+03,  1.4E+03,   21.81
 34,  16,  6d3/2,  7p1/2,          15968(2)  ,           43.80(32) ,        ,       0.225(22),  2.387(35)E+05  ,         15968 ,          2 ,   0.01,       43.80,        0.32,    0.73,          0.225,          0.022,    9.78,  2.3871E+05,  3.5E+03,    1.46
 34,  17,  6d3/2,  7p3/2,          16083(2)  ,           19.65(14) ,        ,      0.0444(44),  4.700(67)E+04  ,         16083 ,          2 ,   0.01,       19.65,        0.14,    0.72,         0.0444,         0.0044,    9.82,  4.7002E+04,  6.7E+02,    1.43
 34,  46,  6d3/2,  4f5/2,        2802.44(4)  ,           2.073(63) ,        ,       0.093(10),  9.89(60)E+04   ,        2802.44,        0.04,   0.00,       2.073,       0.063,    3.05,          0.093,          0.010,   11.18,  9.8894E+04,  6.0E+03,    6.11
 34,  48,  6d3/2,  5f5/2,         9179.1(5)  ,           15.99(41) ,        ,       0.158(17),  1.674(85)E+05  ,         9179.1,         0.5,   0.01,       15.99,        0.41,    2.53,          0.158,          0.017,   10.59,  1.6743E+05,  8.5E+03,    5.07
 36,  10,  7d3/2,  4p1/2,       509.8592     ,           0.297(33) ,        ,       0.426(55),  3.36(74)E+05   ,       509.8592,      0.0000,   0.00,       0.297,       0.033,   11.05,          0.426,          0.055,   12.90,  3.3597E+05,  7.4E+04,   22.09
 36,  11,  7d3/2,  4p3/2,       511.3638     ,           0.136(15) ,        ,       0.088(19),  7.0(15)E+04    ,       511.3638,      0.0000,   0.00,       0.136,       0.015,   10.82,          0.088,          0.019,   21.91,  6.9576E+04,  1.5E+04,   21.64
 36,  12,  7d3/2,  5p1/2,      1266.2938(8)  ,           0.229(69) ,        ,       0.017(10),  1.30(79)E+04   ,      1266.2938,      0.0008,   0.00,       0.229,       0.069,   30.31,          0.017,          0.010,   60.39,  1.3046E+04,  7.9E+03,   60.61
 36,  13,  7d3/2,  5p3/2,      1269.3086(8)  ,           0.109(31) ,        ,      0.0038(22),  3.0(17)E+03    ,      1269.3086,      0.0008,   0.00,       0.109,       0.031,   28.39,         0.0038,         0.0022,   57.40,  2.9691E+03,  1.7E+03,   56.79
 36,  14,  7d3/2,  6p1/2,        2778.42(4)  ,            0.26(13) ,        ,      0.0021(21),  1.7(17)E+03    ,        2778.42,        0.04,   0.00,        0.26,        0.13,   50.64,         0.0021,         0.0021,  101.52,  1.6508E+03,  1.7E+03,  101.27
 36,  15,  7d3/2,  6p3/2,        2784.95(4)  ,           0.102(60) ,        ,     0.00031(37),  2.4(29)E+02    ,        2784.95,        0.04,   0.00,       0.102,       0.060,   59.00,        0.00031,        0.00037,  118.37,  2.4392E+02,  2.9E+02,  118.01
 36,  16,  7d3/2,  7p1/2,         6542.2(3)  ,            3.09(24) ,        ,      0.0219(40),  1.72(27)E+04   ,         6542.2,         0.3,   0.00,        3.09,        0.24,    7.90,         0.0219,         0.0040,   18.25,  1.7233E+04,  2.7E+03,   15.79
 36,  17,  7d3/2,  7p3/2,         6561.5(3)  ,            1.34(11) ,        ,     0.00409(78),  3.22(53)E+03   ,         6561.5,         0.3,   0.00,        1.34,        0.11,    8.22,        0.00409,        0.00078,   19.04,  3.2197E+03,  5.3E+02,   16.44
 36,  18,  7d3/2,  8p1/2,          26954(4)  ,           61.41(47) ,        ,       0.124(12),  9.75(15)E+04   ,         26954 ,          4 ,   0.02,       61.41,        0.47,    0.76,          0.124,          0.012,    9.81,  9.7534E+04,  1.5E+03,    1.52
 36,  19,  7d3/2,  8p3/2,          27149(4)  ,           27.54(21) ,        ,      0.0244(24),  1.920(29)E+04  ,         27149 ,          4 ,   0.02,       27.54,        0.21,    0.75,         0.0244,         0.0024,    9.83,  1.9204E+04,  2.9E+02,    1.50
 36,  46,  7d3/2,  4f5/2,        2236.84(3)  ,           1.080(32) ,        ,      0.0670(75),  5.28(31)E+04   ,        2236.84,        0.03,   0.00,       1.080,       0.032,    2.95,         0.0670,         0.0075,   11.16,  5.2816E+04,  3.1E+03,    5.90
 36,  48,  7d3/2,  5f5/2,         5020.8(2)  ,            4.35(12) ,        ,       0.096(11),  7.56(42)E+04   ,         5020.8,         0.2,   0.00,        4.35,        0.12,    2.80,          0.096,          0.011,   10.94,  7.5640E+04,  4.2E+03,    5.60
 36,  50,  7d3/2,  6f5/2,          15497(1)  ,           26.97(63) ,        ,       0.126(13),  9.90(46)E+04   ,         15497 ,          1 ,   0.01,       26.97,        0.63,    2.32,          0.126,          0.013,   10.51,  9.8986E+04,  4.6E+03,    4.64
 38,  10,  8d3/2,  4p1/2,       495.2200     ,           0.253(25) ,        ,       0.449(51),  2.66(53)E+05   ,       495.2200,      0.0000,   0.00,       0.253,       0.025,   10.02,          0.449,          0.051,   11.29,  2.6638E+05,  5.3E+04,   20.04
 38,  11,  8d3/2,  4p3/2,       496.6393     ,           0.115(11) ,        ,       0.093(19),  5.5(11)E+04    ,       496.6393,      0.0000,   0.00,       0.115,       0.011,    9.83,          0.093,          0.019,   20.04,  5.4952E+04,  1.1E+04,   19.66
 38,  12,  8d3/2,  5p1/2,      1179.6834(7)  ,           0.241(52) ,        ,       0.030(13),  1.79(77)E+04   ,      1179.6834,      0.0007,   0.00,       0.241,       0.052,   21.46,          0.030,          0.013,   42.64,  1.7912E+04,  7.7E+03,   42.93
 38,  13,  8d3/2,  5p3/2,      1182.2995(7)  ,           0.113(23) ,        ,      0.0066(28),  3.9(16)E+03    ,      1182.2995,      0.0007,   0.00,       0.113,       0.023,   20.51,         0.0066,         0.0028,   41.79,  3.9157E+03,  1.6E+03,   41.01
 38,  14,  8d3/2,  6p1/2,        2392.94(3)  ,           0.054(95) ,        ,     0.00018(64),  1.1(38)E+02    ,        2392.94,        0.03,   0.00,       0.054,       0.095,  175.40,        0.00018,        0.00064,  350.85,  1.0778E+02,  3.8E+02,  350.79
 38,  15,  8d3/2,  6p3/2,        2397.78(3)  ,           0.035(43) ,        ,     0.00008(18),  4(11)E+01      ,        2397.78,        0.03,   0.00,       0.035,       0.043,  121.67,        0.00008,        0.00018,  243.49,  4.4842E+01,  1.1E+02,  243.33
 38,  16,  8d3/2,  7p1/2,         4743.1(1)  ,            0.71(17) ,        ,      0.0040(20),  2.4(11)E+03    ,         4743.1,         0.1,   0.00,        0.71,        0.17,   24.10,         0.0040,         0.0020,   48.89,  2.3819E+03,  1.1E+03,   48.19
 38,  17,  8d3/2,  7p3/2,         4753.2(1)  ,           0.294(77) ,        ,     0.00069(37),  4.1(21)E+02    ,         4753.2,         0.1,   0.00,       0.294,       0.077,   26.09,        0.00069,        0.00037,   52.97,  4.0869E+02,  2.1E+02,   52.18
 38,  18,  8d3/2,  8p1/2,        10517.5(7)  ,            4.57(29) ,        ,      0.0153(24),  9.1(12)E+03    ,        10517.5,         0.7,   0.01,        4.57,        0.29,    6.43,         0.0153,         0.0024,   15.73,  9.0853E+03,  1.2E+03,   12.87
 38,  19,  8d3/2,  8p3/2,        10547.2(7)  ,            1.99(13) ,        ,     0.00288(47),  1.71(23)E+03   ,        10547.2,         0.7,   0.01,        1.99,        0.13,    6.69,        0.00288,        0.00047,   16.27,  1.7087E+03,  2.3E+02,   13.38
 38,  20,  8d3/2,  9p1/2,        42011.6(5)  ,           81.79(64) ,        ,      0.0771(73),  4.570(71)E+04  ,        42011.6,         0.5,   0.00,       81.79,        0.64,    0.78,         0.0771,         0.0073,    9.42,  4.5702E+04,  7.1E+02,    1.56
 38,  21,  8d3/2,  9p3/2,        42318.0(6)  ,           36.69(28) ,        ,      0.0152(14),  9.00(14)E+03   ,        42318.0,         0.6,   0.00,       36.69,        0.28,    0.76,         0.0152,         0.0014,    9.44,  8.9979E+03,  1.4E+02,    1.53
 38,  46,  8d3/2,  4f5/2,        1980.05(2)  ,           0.701(20) ,        ,      0.0540(58),  3.20(18)E+04   ,        1980.05,        0.02,   0.00,       0.701,       0.020,    2.85,         0.0540,         0.0058,   10.76,  3.2036E+04,  1.8E+03,    5.71
 38,  48,  8d3/2,  5f5/2,        3888.78(9)  ,           2.240(60) ,        ,      0.0729(77),  4.32(23)E+04   ,        3888.78,        0.09,   0.00,       2.240,       0.060,    2.70,         0.0729,         0.0077,   10.56,  4.3235E+04,  2.3E+03,    5.39
 38,  50,  8d3/2,  6f5/2,         8162.8(4)  ,            7.18(19) ,        ,      0.0809(85),  4.80(25)E+04   ,         8162.8,         0.4,   0.00,        7.18,        0.19,    2.61,         0.0809,         0.0085,   10.47,  4.7981E+04,  2.5E+03,    5.22
 38,  52,  8d3/2,  7f5/2,          24188(4)  ,           40.32(87) ,        ,      0.0981(99),  5.82(25)E+04   ,         24188 ,          4 ,   0.01,       40.32,        0.87,    2.15,         0.0981,         0.0099,   10.08,  5.8195E+04,  2.5E+03,    4.30
 40,  10,  9d3/2,  4p1/2,       485.7449     ,           0.216(20) ,        ,       0.458(48),  2.07(39)E+05   ,       485.7449,      0.0000,   0.00,       0.216,       0.020,    9.38,          0.458,          0.048,   10.44,  2.0666E+05,  3.9E+04,   18.75
 40,  11,  9d3/2,  4p3/2,       487.1104     ,          0.0985(91) ,        ,       0.094(18),  4.25(78)E+04   ,       487.1104,      0.0000,   0.00,      0.0985,      0.0091,    9.21,          0.094,          0.018,   18.83,  4.2537E+04,  7.8E+03,   18.42
 40,  12,  9d3/2,  5p1/2,      1127.3013(6)  ,           0.224(40) ,        ,       0.039(14),  1.78(64)E+04   ,      1127.3013,      0.0006,   0.00,       0.224,       0.040,   18.02,          0.039,          0.014,   35.72,  1.7780E+04,  6.4E+03,   36.04
 40,  13,  9d3/2,  5p3/2,      1129.6900(6)  ,           0.104(18) ,        ,      0.0085(30),  3.8(13)E+03    ,      1129.6900,      0.0006,   0.00,       0.104,       0.018,   17.34,         0.0085,         0.0030,   35.52,  3.8281E+03,  1.3E+03,   34.68
 40,  14,  9d3/2,  6p1/2,        2186.82(2)  ,           0.138(71) ,        ,      0.0020(21),  9.3(95)E+02    ,        2186.82,        0.02,   0.00,       0.138,       0.071,   51.46,         0.0020,         0.0021,  103.09,  9.2500E+02,  9.5E+02,  102.91
 40,  15,  9d3/2,  6p3/2,        2190.86(2)  ,           0.070(32) ,        ,     0.00052(48),  2.3(21)E+02    ,        2190.86,        0.02,   0.00,       0.070,       0.032,   45.75,        0.00052,        0.00048,   91.89,  2.3395E+02,  2.1E+02,   91.50
 40,  16,  9d3/2,  7p1/2,         3996.4(1)  ,            0.18(12) ,        ,     0.00055(76),  2.5(34)E+02    ,         3996.4,         0.1,   0.00,        0.18,        0.12,   68.36,        0.00055,        0.00076,  136.94,  2.4987E+02,  3.4E+02,  136.72
 40,  17,  9d3/2,  7p3/2,         4003.6(1)  ,           0.065(54) ,        ,     0.00007(12),  3.3(56)E+01    ,         4003.6,         0.1,   0.00,       0.065,       0.054,   84.38,        0.00007,        0.00012,  168.99,  3.2907E+01,  5.6E+01,  168.76
 40,  18,  9d3/2,  8p1/2,         7436.7(3)  ,            1.25(21) ,        ,      0.0043(15),  1.92(64)E+03   ,         7436.7,         0.3,   0.00,        1.25,        0.21,   16.77,         0.0043,         0.0015,   34.56,  1.9207E+03,  6.4E+02,   33.53
 40,  19,  9d3/2,  8p3/2,         7451.5(3)  ,           0.529(94) ,        ,     0.00076(28),  3.4(12)E+02    ,         7451.5,         0.3,   0.00,       0.529,       0.094,   17.83,        0.00076,        0.00028,   36.73,  3.4283E+02,  1.2E+02,   35.66
 40,  20,  9d3/2,  9p1/2,       15824.74(8)  ,            6.30(35) ,        ,      0.0113(16),  5.08(56)E+03   ,       15824.74,        0.08,   0.00,        6.30,        0.35,    5.49,         0.0113,         0.0016,   14.04,  5.0811E+03,  5.6E+02,   10.98
 40,  21,  9d3/2,  9p3/2,       15868.01(8)  ,            2.75(16) ,        ,     0.00213(31),  9.6(11)E+02    ,       15868.01,        0.08,   0.00,        2.75,        0.16,    5.69,        0.00213,        0.00031,   14.44,  9.5934E+02,  1.1E+02,   11.38
 40,  22,  9d3/2, 10p1/2,          61769(1)  ,          104.96(82) ,        ,      0.0525(47),  2.368(37)E+04  ,         61769 ,          1 ,   0.00,      104.96,        0.82,    0.78,         0.0525,         0.0047,    9.04,  2.3679E+04,  3.7E+02,    1.57
 40,  23,  9d3/2, 10p3/2,          62218(1)  ,           47.08(36) ,        ,     0.01033(93),  4.662(72)E+03  ,         62218 ,          1 ,   0.00,       47.08,        0.36,    0.77,        0.01033,        0.00093,    9.04,  4.6624E+03,  7.2E+01,    1.54
 40,  46,  9d3/2,  4f5/2,        1836.79(2)  ,           0.508(14) ,        ,      0.0467(48),  2.11(12)E+04   ,        1836.79,        0.02,   0.00,       0.508,       0.014,    2.78,         0.0467,         0.0048,   10.37,  2.1062E+04,  1.2E+03,    5.56
 40,  48,  9d3/2,  5f5/2,        3372.23(7)  ,           1.444(38) ,        ,      0.0610(62),  2.75(14)E+04   ,        3372.23,        0.07,   0.00,       1.444,       0.038,    2.61,         0.0610,         0.0062,   10.17,  2.7537E+04,  1.4E+03,    5.23
 40,  50,  9d3/2,  6f5/2,         6176.8(2)  ,           3.668(92) ,        ,      0.0641(65),  2.89(15)E+04   ,         6176.8,         0.2,   0.00,       3.668,       0.092,    2.51,         0.0641,         0.0065,   10.07,  2.8910E+04,  1.5E+03,    5.02
 40,  52,  9d3/2,  7f5/2,        12386.6(9)  ,           10.56(26) ,        ,      0.0659(66),  2.97(15)E+04   ,        12386.6,         0.9,   0.01,       10.56,        0.26,    2.47,         0.0659,         0.0066,   10.03,  2.9745E+04,  1.5E+03,    4.93
 40,  54,  9d3/2,  8f5/2,          35622(8)  ,            56.0(11) ,        ,      0.0779(75),  3.52(14)E+04   ,         35622 ,          8 ,   0.02,        56.0,         1.1,    2.03,         0.0779,         0.0075,    9.66,  3.5174E+04,  1.4E+03,    4.06
 42,  10, 10d3/2,  4p1/2,       479.2381     ,           0.187(17) ,        ,       0.461(46),  1.61(29)E+05   ,       479.2381,      0.0000,   0.00,       0.187,       0.017,    8.94,          0.461,          0.046,    9.92,  1.6058E+05,  2.9E+04,   17.88
 42,  11, 10d3/2,  4p3/2,       480.5672     ,          0.0850(75) ,        ,       0.095(17),  3.30(58)E+04   ,       480.5672,      0.0000,   0.00,      0.0850,      0.0075,    8.78,          0.095,          0.017,   17.99,  3.3005E+04,  5.8E+03,   17.57
 42,  12, 10d3/2,  5p1/2,      1092.8651(6)  ,           0.202(33) ,        ,       0.046(15),  1.59(51)E+04   ,      1092.8651,      0.0006,   0.00,       0.202,       0.033,   16.17,          0.046,          0.015,   32.00,  1.5862E+04,  5.1E+03,   32.34
 42,  13, 10d3/2,  5p3/2,      1095.1100(6)  ,           0.094(15) ,        ,      0.0097(31),  3.4(11)E+03    ,      1095.1100,      0.0006,   0.00,       0.094,       0.015,   15.62,         0.0097,         0.0031,   32.10,  3.3882E+03,  1.1E+03,   31.24
 42,  14, 10d3/2,  6p1/2,        2060.85(2)  ,           0.158(56) ,        ,      0.0042(29),  1.4(10)E+03    ,        2060.85,        0.02,   0.00,       0.158,       0.056,   35.37,         0.0042,         0.0029,   70.98,  1.4464E+03,  1.0E+03,   70.75
 42,  15, 10d3/2,  6p3/2,        2064.44(2)  ,           0.077(25) ,        ,     0.00098(64),  3.4(22)E+02    ,        2064.44,        0.02,   0.00,       0.077,       0.025,   32.62,        0.00098,        0.00064,   65.74,  3.3987E+02,  2.2E+02,   65.24
 42,  16, 10d3/2,  7p1/2,        3594.87(8)  ,           0.004(83) ,        ,    0.000001(23),  2(80)E-01      ,        3594.87,        0.08,   0.00,       0.004,       0.083, 1868.54,       0.000001,       0.000023, 3737.09,  2.1318E-01,  8.0E+00, 3737.08
 42,  17, 10d3/2,  7p3/2,        3600.69(8)  ,           0.009(41) ,        ,    0.000002(23),  8(78)E-01      ,        3600.69,        0.08,   0.00,       0.009,       0.041,  465.91,       0.000002,       0.000023,  931.87,  8.4204E-01,  7.8E+00,  931.83
 42,  18, 10d3/2,  8p1/2,         6156.9(2)  ,            0.46(15) ,        ,     0.00134(87),  4.7(30)E+02    ,         6156.9,         0.2,   0.00,        0.46,        0.15,   32.24,        0.00134,        0.00087,   64.96,  4.6615E+02,  3.0E+02,   64.48
 42,  19, 10d3/2,  8p3/2,         6167.0(2)  ,           0.188(67) ,        ,     0.00022(16),  7.6(55)E+01    ,         6167.0,         0.2,   0.00,       0.188,       0.067,   35.74,        0.00022,        0.00016,   71.98,  7.6385E+01,  5.5E+01,   71.48
 42,  20, 10d3/2,  9p1/2,       10971.66(4)  ,            1.89(25) ,        ,      0.0039(11),  1.36(36)E+03   ,       10971.66,        0.04,   0.00,        1.89,        0.25,   13.29,         0.0039,         0.0011,   27.82,  1.3645E+03,  3.6E+02,   26.57
 42,  21, 10d3/2,  9p3/2,       10992.45(4)  ,            0.81(11) ,        ,     0.00071(21),  2.48(69)E+02   ,       10992.45,        0.04,   0.00,        0.81,        0.11,   14.00,        0.00071,        0.00021,   29.26,  2.4793E+02,  6.9E+01,   27.99
 42,  22, 10d3/2, 10p1/2,        22654.6(2)  ,            8.30(40) ,        ,      0.0086(11),  3.00(29)E+03   ,        22654.6,         0.2,   0.00,        8.30,        0.40,    4.81,         0.0086,         0.0011,   12.83,  2.9988E+03,  2.9E+02,    9.62
