K1  
  Keys,,    Transition,,        Wavelength   ,          Matrix el. ,       ,       Br. ratio,     Tran. rate   ,     Wavelength,       Unc  ,  Unc %,  Matrix el.,       Unc  ,   Unc %,      Br. ratio,          Unc  ,   Unc %,  Tran. rate,    Unc  ,  Unc %
 42,  23, 10d3/2, 10p3/2,        22714.7(2)  ,            3.63(18) ,        ,     0.00163(21),  5.68(57)E+02   ,        22714.7,         0.2,   0.00,        3.63,        0.18,    5.00,        0.00163,        0.00021,   13.16,  5.6800E+02,  5.7E+01,    9.99
 42,  24, 10d3/2, 11p1/2,          86848(2)  ,           130.9(10) ,        ,      0.0381(33),  1.325(21)E+04  ,         86848 ,          2 ,   0.00,       130.9,         1.0,    0.79,         0.0381,         0.0033,    8.71,  1.3251E+04,  2.1E+02,    1.58
 42,  25, 10d3/2, 11p3/2,          87479(2)  ,           58.72(46) ,        ,     0.00749(65),  2.609(40)E+03  ,         87479 ,          2 ,   0.00,       58.72,        0.46,    0.78,        0.00749,        0.00065,    8.71,  2.6092E+03,  4.0E+01,    1.55
 42,  46, 10d3/2,  4f5/2,        1747.09(2)  ,           0.393(11) ,        ,      0.0421(42),  1.465(80)E+04  ,        1747.09,        0.02,   0.00,       0.393,       0.011,    2.72,         0.0421,         0.0042,   10.03,  1.4654E+04,  8.0E+02,    5.44
 42,  48, 10d3/2,  5f5/2,        3081.75(6)  ,           1.042(27) ,        ,      0.0540(53),  1.879(96)E+04  ,        3081.75,        0.06,   0.00,       1.042,       0.027,    2.55,         0.0540,         0.0053,    9.84,  1.8786E+04,  9.6E+02,    5.11
 42,  50, 10d3/2,  6f5/2,         5267.4(2)  ,           2.351(57) ,        ,      0.0550(54),  1.915(93)E+04  ,         5267.4,         0.2,   0.00,       2.351,       0.057,    2.44,         0.0550,         0.0054,    9.73,  1.9151E+04,  9.3E+02,    4.87
 42,  52, 10d3/2,  7f5/2,         9201.0(5)  ,            5.36(13) ,        ,      0.0537(52),  1.868(88)E+04  ,         9201.0,         0.5,   0.01,        5.36,        0.13,    2.37,         0.0537,         0.0052,    9.67,  1.8682E+04,  8.8E+02,    4.74
 42,  54, 10d3/2,  8f5/2,          17849(2)  ,           14.50(34) ,        ,      0.0538(52),  1.873(88)E+04  ,         17849 ,          2 ,   0.01,       14.50,        0.34,    2.36,         0.0538,         0.0052,    9.67,  1.8730E+04,  8.8E+02,    4.72
 42,  56, 10d3/2,  9f5/2,         50170(20)  ,            74.1(14) ,        ,      0.0632(59),  2.200(86)E+04  ,         50170 ,         15 ,   0.03,        74.1,         1.4,    1.95,         0.0632,         0.0059,    9.32,  2.2005E+04,  8.6E+02,    3.90
 44,  10, 11d3/2,  4p1/2,       474.5667     ,           0.163(14) ,        ,       0.462(44),  1.26(22)E+05   ,       474.5667,      0.0000,   0.00,       0.163,       0.014,    8.62,          0.462,          0.044,    9.56,  1.2599E+05,  2.2E+04,   17.25
 44,  11, 11d3/2,  4p3/2,       475.8700     ,          0.0742(63) ,        ,       0.095(16),  2.59(44)E+04   ,       475.8700,      0.0000,   0.00,      0.0742,      0.0063,    8.48,          0.095,          0.016,   17.37,  2.5871E+04,  4.4E+03,   16.95
 44,  12, 11d3/2,  5p1/2,      1068.8721(6)  ,           0.181(27) ,        ,       0.050(15),  1.36(41)E+04   ,      1068.8721,      0.0006,   0.00,       0.181,       0.027,   15.01,          0.050,          0.015,   29.67,  1.3580E+04,  4.1E+03,   30.02
 44,  13, 11d3/2,  5p3/2,      1071.0193(6)  ,           0.084(12) ,        ,      0.0106(32),  2.89(84)E+03   ,      1071.0193,      0.0006,   0.00,       0.084,       0.012,   14.53,         0.0106,         0.0032,   29.93,  2.8868E+03,  8.4E+02,   29.06
 44,  14, 11d3/2,  6p1/2,        1977.16(2)  ,           0.157(46) ,        ,      0.0059(35),  1.62(94)E+03   ,        1977.16,        0.02,   0.00,       0.157,       0.046,   28.98,         0.0059,         0.0035,   58.22,  1.6159E+03,  9.4E+02,   57.97
 44,  15, 11d3/2,  6p3/2,        1980.46(2)  ,           0.075(20) ,        ,     0.00135(74),  3.7(20)E+02    ,        1980.46,        0.02,   0.00,       0.075,       0.020,   27.11,        0.00135,        0.00074,   54.79,  3.6869E+02,  2.0E+02,   54.23
 44,  16, 11d3/2,  7p1/2,        3347.69(7)  ,           0.061(72) ,        ,     0.00019(44),  5(12)E+01      ,        3347.69,        0.07,   0.00,       0.061,       0.072,  117.62,        0.00019,        0.00044,  235.35,  5.0867E+01,  1.2E+02,  235.25
 44,  17, 11d3/2,  7p3/2,        3352.74(7)  ,           0.036(32) ,        ,     0.00006(11),  1.7(31)E+01    ,        3352.74,        0.07,   0.00,       0.036,       0.032,   90.37,        0.00006,        0.00011,  180.91,  1.7254E+01,  3.1E+01,  180.73
 44,  18, 11d3/2,  8p1/2,         5465.7(2)  ,            0.18(11) ,        ,     0.00038(47),  1.0(13)E+02    ,         5465.7,         0.2,   0.00,        0.18,        0.11,   61.41,        0.00038,        0.00047,  123.06,  1.0489E+02,  1.3E+02,  122.83
 44,  19, 11d3/2,  8p3/2,         5473.7(2)  ,           0.068(51) ,        ,    0.000053(79),  1.4(21)E+01    ,         5473.7,         0.2,   0.00,       0.068,       0.051,   74.32,       0.000053,       0.000079,  148.86,  1.4401E+01,  2.1E+01,  148.64
 44,  20, 11d3/2,  9p1/2,        8953.87(2)  ,            0.80(18) ,        ,     0.00167(76),  4.6(20)E+02    ,        8953.87,        0.02,   0.00,        0.80,        0.18,   22.33,        0.00167,        0.00076,   45.36,  4.5511E+02,  2.0E+02,   44.67
 44,  21, 11d3/2,  9p3/2,        8967.71(2)  ,           0.335(81) ,        ,     0.00029(14),  7.9(38)E+01    ,        8967.71,        0.02,   0.00,       0.335,       0.081,   24.07,        0.00029,        0.00014,   48.84,  7.8794E+01,  3.8E+01,   48.14
 44,  22, 11d3/2, 10p1/2,       15460.54(7)  ,            2.62(29) ,        ,     0.00345(82),  9.4(21)E+02    ,       15460.54,        0.07,   0.00,        2.62,        0.29,   11.21,        0.00345,        0.00082,   23.84,  9.4071E+02,  2.1E+02,   22.43
 44,  23, 11d3/2, 10p3/2,       15488.51(7)  ,            1.13(13) ,        ,     0.00063(16),  1.73(41)E+02   ,       15488.51,        0.07,   0.00,        1.13,        0.13,   11.77,        0.00063,        0.00016,   24.95,  1.7283E+02,  4.1E+01,   23.54
 44,  24, 11d3/2, 11p1/2,        31197.3(3)  ,           10.55(47) ,        ,     0.00680(83),  1.86(17)E+03   ,        31197.3,         0.3,   0.00,       10.55,        0.47,    4.49,        0.00680,        0.00083,   12.19,  1.8550E+03,  1.7E+02,    8.99
 44,  25, 11d3/2, 11p3/2,        31278.3(3)  ,            4.61(21) ,        ,     0.00129(16),  3.52(32)E+02   ,        31278.3,         0.3,   0.00,        4.61,        0.21,    4.61,        0.00129,        0.00016,   12.40,  3.5213E+02,  3.2E+01,    9.22
 44,  26, 11d3/2, 12p1/2,         117880(4)  ,           159.6(13) ,        ,      0.0289(24),  7.88(12)E+03   ,        117880 ,          4 ,   0.00,       159.6,         1.3,    0.79,         0.0289,         0.0024,    8.44,  7.8796E+03,  1.2E+02,    1.58
 44,  27, 11d3/2, 12p3/2,         118731(4)  ,           71.61(56) ,        ,     0.00569(48),  1.552(24)E+03  ,        118731 ,          4 ,   0.00,       71.61,        0.56,    0.78,        0.00569,        0.00048,    8.44,  1.5517E+03,  2.4E+01,    1.55
 44,  46, 11d3/2,  4f5/2,        1686.57(1)  ,          0.3174(85) ,        ,      0.0390(38),  1.064(57)E+04  ,        1686.57,        0.01,   0.00,      0.3174,      0.0085,    2.68,         0.0390,         0.0038,    9.76,  1.0636E+04,  5.7E+02,    5.35
 44,  48, 11d3/2,  5f5/2,        2898.29(5)  ,           0.804(20) ,        ,      0.0494(47),  1.346(67)E+04  ,        2898.29,        0.05,   0.00,       0.804,       0.020,    2.51,         0.0494,         0.0047,    9.57,  1.3457E+04,  6.7E+02,    5.02
 44,  50, 11d3/2,  6f5/2,         4753.1(1)  ,           1.690(40) ,        ,      0.0494(47),  1.347(64)E+04  ,         4753.1,         0.1,   0.00,       1.690,       0.040,    2.38,         0.0494,         0.0047,    9.45,  1.3469E+04,  6.4E+02,    4.76
 44,  52, 11d3/2,  7f5/2,         7738.5(4)  ,           3.419(78) ,        ,      0.0469(44),  1.278(59)E+04  ,         7738.5,         0.4,   0.00,       3.419,       0.078,    2.30,         0.0469,         0.0044,    9.38,  1.2777E+04,  5.9E+02,    4.59
 44,  54, 11d3/2,  8f5/2,          13061(1)  ,            7.31(17) ,        ,      0.0446(42),  1.216(55)E+04  ,         13061 ,          1 ,   0.01,        7.31,        0.17,    2.26,         0.0446,         0.0042,    9.35,  1.2163E+04,  5.5E+02,    4.52
 44,  56, 11d3/2,  9f5/2,          24709(4)  ,           18.99(43) ,        ,      0.0444(42),  1.210(55)E+04  ,         24709 ,          4 ,   0.01,       18.99,        0.43,    2.28,         0.0444,         0.0042,    9.38,  1.2104E+04,  5.5E+02,    4.57
 44,  58, 11d3/2, 10f5/2,         68200(30)  ,            94.4(18) ,        ,      0.0522(47),  1.424(54)E+04  ,         68204 ,         28 ,   0.04,        94.4,         1.8,    1.90,         0.0522,         0.0047,    9.05,  1.4239E+04,  5.4E+02,    3.80
 29,  11,  3d5/2,  4p3/2,      1177.6089(7)  ,         10.6949(92) ,        ,      1.0       ,  2.3652(41)E+07 ,      1177.6089,      0.0007,   0.00,     10.6949,      0.0092,    0.09,  1.00000000000,  0.00000000000,    0.00,  2.3652E+07,  4.1E+04,    0.17
 31,  11,  4d5/2,  4p3/2,       696.6611(2)  ,           0.094(71) ,        ,      0.0026(39),  9(13)E+03      ,       696.6611,      0.0002,   0.00,       0.094,       0.071,   75.03,         0.0026,         0.0039,  149.68,  8.8991E+03,  1.3E+04,  150.07
 31,  13,  4d5/2,  5p3/2,        3735.61(1)  ,           22.91(11) ,        ,      0.9974(39),  3.400(32)E+06  ,        3735.61,        0.01,   0.00,       22.91,        0.11,    0.47,         0.9974,         0.0039,    0.39,  3.3997E+06,  3.2E+04,    0.94
 33,  11,  5d5/2,  4p3/2,       583.3507(1)  ,           0.471(84) ,        ,       0.247(67),  3.8(14)E+05    ,       583.3507,      0.0001,   0.00,       0.471,       0.084,   17.92,          0.247,          0.067,   27.05,  3.7744E+05,  1.4E+05,   35.85
 33,  13,  5d5/2,  5p3/2,       1829.791(2)  ,            1.11(19) ,        ,       0.044(15),  6.8(24)E+04    ,       1829.791,       0.002,   0.00,        1.11,        0.19,   17.47,          0.044,          0.015,   34.56,  6.7579E+04,  2.4E+04,   34.94
 33,  15,  5d5/2,  6p3/2,         8492.3(4)  ,           39.03(25) ,        ,       0.550(50),  8.40(11)E+05   ,         8492.3,         0.4,   0.00,       39.03,        0.25,    0.64,          0.550,          0.050,    9.06,  8.3974E+05,  1.1E+04,    1.28
 33,  46,  5d5/2,  4f5/2,         4860.5(1)  ,           1.975(55) ,        ,     0.00752(80),  1.147(64)E+04  ,         4860.5,         0.1,   0.00,       1.975,       0.055,    2.80,        0.00752,        0.00080,   10.64,  1.1474E+04,  6.4E+02,    5.61
 33,  47,  5d5/2,  4f7/2,         4860.5(1)  ,            8.83(25) ,        ,       0.150(15),  2.29(13)E+05   ,         4860.5,         0.1,   0.00,        8.83,        0.25,    2.80,          0.150,          0.015,   10.21,  2.2948E+05,  1.3E+04,    5.61
 35,  11,  6d5/2,  4p3/2,       536.1067(1)  ,           0.470(59) ,        ,       0.451(63),  4.8(12)E+05    ,       536.1067,      0.0001,   0.00,       0.470,       0.059,   12.64,          0.451,          0.063,   13.93,  4.8434E+05,  1.2E+05,   25.27
 35,  13,  6d5/2,  5p3/2,       1433.535(1)  ,            0.15(13) ,        ,      0.0023(42),  2.5(45)E+03    ,       1433.535,       0.001,   0.00,        0.15,        0.13,   90.25,         0.0023,         0.0042,  180.45,  2.4691E+03,  4.5E+03,  180.50
 35,  15,  6d5/2,  6p3/2,        3719.97(7)  ,            2.40(26) ,        ,      0.0352(85),  3.78(83)E+04   ,        3719.97,        0.07,   0.00,        2.40,        0.26,   10.95,         0.0352,         0.0085,   24.04,  3.7768E+04,  8.3E+03,   21.90
 35,  17,  6d5/2,  7p3/2,          16090(2)  ,           58.95(42) ,        ,       0.263(30),  2.817(40)E+05  ,         16090 ,          2 ,   0.01,       58.95,        0.42,    0.71,          0.263,          0.030,   11.53,  2.8173E+05,  4.0E+03,    1.43
 35,  46,  6d5/2,  4f5/2,        2802.65(4)  ,           0.554(17) ,        ,     0.00439(57),  4.71(29)E+03   ,        2802.65,        0.04,   0.00,       0.554,       0.017,    3.04,        0.00439,        0.00057,   12.99,  4.7128E+03,  2.9E+02,    6.08
 35,  47,  6d5/2,  4f7/2,        2802.65(4)  ,           2.479(75) ,        ,       0.088(11),  9.43(57)E+04   ,        2802.65,        0.04,   0.00,       2.479,       0.075,    3.04,          0.088,          0.011,   12.75,  9.4255E+04,  5.7E+03,    6.08
 35,  48,  6d5/2,  5f5/2,         9181.3(5)  ,            4.28(11) ,        ,     0.00744(93),  7.98(40)E+03   ,         9181.3,         0.5,   0.01,        4.28,        0.11,    2.53,        0.00744,        0.00093,   12.54,  7.9765E+03,  4.0E+02,    5.07
 35,  49,  6d5/2,  5f7/2,         9181.3(5)  ,           19.12(48) ,        ,       0.149(18),  1.595(81)E+05  ,         9181.3,         0.5,   0.01,       19.12,        0.48,    2.53,          0.149,          0.018,   12.25,  1.5953E+05,  8.1E+03,    5.07
 37,  11,  7d5/2,  4p3/2,       511.3679     ,           0.407(44) ,        ,       0.523(54),  4.19(90)E+05   ,       511.3679,      0.0000,   0.00,       0.407,       0.044,   10.77,          0.523,          0.054,   10.39,  4.1879E+05,  9.0E+04,   21.55
 37,  13,  7d5/2,  5p3/2,      1269.3337(8)  ,           0.330(93) ,        ,       0.022(13),  1.8(10)E+04    ,      1269.3337,      0.0008,   0.00,       0.330,       0.093,   28.22,          0.022,          0.013,   56.32,  1.7975E+04,  1.0E+04,   56.44
 37,  15,  7d5/2,  6p3/2,        2785.07(4)  ,            0.30(18) ,        ,      0.0018(21),  1.4(17)E+03    ,        2785.07,        0.04,   0.00,        0.30,        0.18,   59.58,         0.0018,         0.0021,  119.50,  1.4336E+03,  1.7E+03,  119.16
 37,  17,  7d5/2,  7p3/2,         6562.2(3)  ,            4.01(33) ,        ,      0.0241(47),  1.92(32)E+04   ,         6562.2,         0.3,   0.00,        4.01,        0.33,    8.25,         0.0241,         0.0047,   19.72,  1.9246E+04,  3.2E+03,   16.50
 37,  19,  7d5/2,  8p3/2,          27161(4)  ,           82.64(62) ,        ,       0.144(16),  1.151(17)E+05  ,         27161 ,          4 ,   0.02,       82.64,        0.62,    0.75,          0.144,          0.016,   11.46,  1.1511E+05,  1.7E+03,    1.50
 37,  46,  7d5/2,  4f5/2,        2236.92(3)  ,          0.2888(85) ,        ,     0.00315(40),  2.52(15)E+03   ,        2236.92,        0.03,   0.00,      0.2888,      0.0085,    2.93,        0.00315,        0.00040,   12.80,  2.5169E+03,  1.5E+02,    5.86
 37,  47,  7d5/2,  4f7/2,        2236.92(3)  ,           1.292(38) ,        ,      0.0629(80),  5.03(30)E+04   ,        2236.92,        0.03,   0.00,       1.292,       0.038,    2.93,         0.0629,         0.0080,   12.64,  5.0337E+04,  3.0E+03,    5.86
 37,  48,  7d5/2,  5f5/2,         5021.2(2)  ,           1.162(32) ,        ,     0.00450(57),  3.60(20)E+03   ,         5021.2,         0.2,   0.00,       1.162,       0.032,    2.79,        0.00450,        0.00057,   12.67,  3.6040E+03,  2.0E+02,    5.57
 37,  49,  7d5/2,  5f7/2,         5021.2(2)  ,            5.20(14) ,        ,       0.090(11),  7.21(40)E+04   ,         5021.2,         0.2,   0.00,        5.20,        0.14,    2.79,          0.090,          0.011,   12.46,  7.2080E+04,  4.0E+03,    5.57
 37,  50,  7d5/2,  6f5/2,          15501(1)  ,            7.21(17) ,        ,     0.00589(72),  4.72(22)E+03   ,         15501 ,          1 ,   0.01,        7.21,        0.17,    2.32,        0.00589,        0.00072,   12.29,  4.7150E+03,  2.2E+02,    4.63
 37,  51,  7d5/2,  6f7/2,          15501(1)  ,           32.25(75) ,        ,       0.118(14),  9.43(44)E+04   ,         15501 ,          1 ,   0.01,       32.25,        0.75,    2.32,          0.118,          0.014,   12.09,  9.4300E+04,  4.4E+03,    4.63
 39,  11,  8d5/2,  4p3/2,       496.6418     ,           0.346(34) ,        ,       0.549(49),  3.31(65)E+05   ,       496.6418,      0.0000,   0.00,       0.346,       0.034,    9.78,          0.549,          0.049,    9.01,  3.3062E+05,  6.5E+04,   19.57
 39,  13,  8d5/2,  5p3/2,      1182.3133(7)  ,           0.340(69) ,        ,       0.039(16),  2.36(96)E+04   ,      1182.3133,      0.0007,   0.00,       0.340,       0.069,   20.40,          0.039,          0.016,   40.65,  2.3638E+04,  9.6E+03,   40.79
 39,  15,  8d5/2,  6p3/2,        2397.84(3)  ,            0.11(13) ,        ,      0.0005(11),  2.8(67)E+02    ,        2397.84,        0.03,   0.00,        0.11,        0.13,  119.20,         0.0005,         0.0011,  238.54,  2.7942E+02,  6.7E+02,  238.40
 39,  17,  8d5/2,  7p3/2,         4753.5(1)  ,            0.88(23) ,        ,      0.0040(21),  2.4(13)E+03    ,         4753.5,         0.1,   0.00,        0.88,        0.23,   26.19,         0.0040,         0.0021,   53.30,  2.4302E+03,  1.3E+03,   52.39
 39,  19,  8d5/2,  8p3/2,        10548.3(7)  ,            5.96(40) ,        ,      0.0170(29),  1.02(14)E+04   ,        10548.3,         0.7,   0.01,        5.96,        0.40,    6.72,         0.0170,         0.0029,   17.11,  1.0221E+04,  1.4E+03,   13.44
 39,  21,  8d5/2,  9p3/2,        42335.6(6)  ,          110.09(84) ,        ,      0.0895(98),  5.393(82)E+04  ,        42335.6,         0.6,   0.00,      110.09,        0.84,    0.76,         0.0895,         0.0098,   10.97,  5.3934E+04,  8.2E+02,    1.53
 39,  46,  8d5/2,  4f5/2,        1980.09(2)  ,          0.1873(53) ,        ,     0.00253(31),  1.527(87)E+03  ,        1980.09,        0.02,   0.00,      0.1873,      0.0053,    2.84,        0.00253,        0.00031,   12.26,  1.5266E+03,  8.7E+01,    5.67
 39,  47,  8d5/2,  4f7/2,        1980.09(2)  ,           0.838(24) ,        ,      0.0507(61),  3.05(17)E+04   ,        1980.09,        0.02,   0.00,       0.838,       0.024,    2.84,         0.0507,         0.0061,   12.14,  3.0532E+04,  1.7E+03,    5.67
 39,  48,  8d5/2,  5f5/2,        3888.93(9)  ,           0.599(16) ,        ,     0.00342(41),  2.06(11)E+03   ,        3888.93,        0.09,   0.00,       0.599,       0.016,    2.68,        0.00342,        0.00041,   12.12,  2.0600E+03,  1.1E+02,    5.36
 39,  49,  8d5/2,  5f7/2,        3888.93(9)  ,           2.679(72) ,        ,      0.0684(82),  4.12(22)E+04   ,        3888.93,        0.09,   0.00,       2.679,       0.072,    2.68,         0.0684,         0.0082,   11.97,  4.1200E+04,  2.2E+03,    5.36
 39,  50,  8d5/2,  6f5/2,         8163.5(4)  ,           1.919(50) ,        ,     0.00379(46),  2.29(12)E+03   ,         8163.5,         0.4,   0.00,       1.919,       0.050,    2.60,        0.00379,        0.00046,   12.05,  2.2859E+03,  1.2E+02,    5.19
 39,  51,  8d5/2,  6f7/2,         8163.5(4)  ,            8.58(22) ,        ,      0.0759(90),  4.57(24)E+04   ,         8163.5,         0.4,   0.00,        8.58,        0.22,    2.60,         0.0759,         0.0090,   11.89,  4.5718E+04,  2.4E+03,    5.19
 39,  52,  8d5/2,  7f5/2,          24194(4)  ,           10.78(23) ,        ,     0.00460(54),  2.77(12)E+03   ,         24194 ,          4 ,   0.01,       10.78,        0.23,    2.15,        0.00460,        0.00054,   11.69,  2.7717E+03,  1.2E+02,    4.30
 39,  53,  8d5/2,  7f7/2,          24194(4)  ,            48.2(10) ,        ,       0.092(11),  5.54(24)E+04   ,         24194 ,          4 ,   0.01,        48.2,         1.0,    2.15,          0.092,          0.011,   11.55,  5.5434E+04,  2.4E+03,    4.30
 41,  11,  9d5/2,  4p3/2,       487.1119     ,           0.296(27) ,        ,       0.558(46),  2.56(47)E+05   ,       487.1119,      0.0000,   0.00,       0.296,       0.027,    9.16,          0.558,          0.046,    8.32,  2.5585E+05,  4.7E+04,   18.33
 41,  13,  9d5/2,  5p3/2,      1129.6984(6)  ,           0.314(54) ,        ,       0.050(17),  2.31(80)E+04   ,      1129.6984,      0.0006,   0.00,       0.314,       0.054,   17.25,          0.050,          0.017,   34.33,  2.3082E+04,  8.0E+03,   34.50
 41,  15,  9d5/2,  6p3/2,        2190.89(2)  ,           0.210(95) ,        ,      0.0031(28),  1.4(13)E+03    ,        2190.89,        0.02,   0.00,       0.210,       0.095,   45.35,         0.0031,         0.0028,   91.02,  1.4227E+03,  1.3E+03,   90.71
 41,  17,  9d5/2,  7p3/2,         4003.7(1)  ,            0.19(16) ,        ,     0.00042(72),  1.9(33)E+02    ,         4003.7,         0.1,   0.00,        0.19,        0.16,   85.38,        0.00042,        0.00072,  171.01,  1.9233E+02,  3.3E+02,  170.77
 41,  19,  9d5/2,  8p3/2,         7451.8(3)  ,            1.58(28) ,        ,      0.0045(17),  2.04(73)E+03   ,         7451.8,         0.3,   0.00,        1.58,        0.28,   17.88,         0.0045,         0.0017,   37.09,  2.0446E+03,  7.3E+02,   35.76
 41,  21,  9d5/2,  9p3/2,       15869.67(8)  ,            8.24(47) ,        ,      0.0125(19),  5.74(66)E+03   ,       15869.67,        0.08,   0.00,        8.24,        0.47,    5.72,         0.0125,         0.0019,   15.34,  5.7411E+03,  6.6E+02,   11.43
 41,  23,  9d5/2, 10p3/2,          62243(1)  ,           141.3(11) ,        ,      0.0609(64),  2.795(43)E+04  ,         62243 ,          1 ,   0.00,       141.3,         1.1,    0.77,         0.0609,         0.0064,   10.49,  2.7947E+04,  4.3E+02,    1.54
 41,  46,  9d5/2,  4f5/2,        1836.81(2)  ,          0.1357(37) ,        ,     0.00219(26),  1.004(55)E+03  ,        1836.81,        0.02,   0.00,      0.1357,      0.0037,    2.76,        0.00219,        0.00026,   11.76,  1.0036E+03,  5.5E+01,    5.52
 41,  47,  9d5/2,  4f7/2,        1836.81(2)  ,           0.607(17) ,        ,      0.0438(51),  2.01(11)E+04   ,        1836.81,        0.02,   0.00,       0.607,       0.017,    2.76,         0.0438,         0.0051,   11.66,  2.0072E+04,  1.1E+03,    5.52
 41,  48,  9d5/2,  5f5/2,        3372.31(7)  ,           0.386(10) ,        ,     0.00286(33),  1.312(68)E+03  ,        3372.31,        0.07,   0.00,       0.386,       0.010,    2.60,        0.00286,        0.00033,   11.61,  1.3121E+03,  6.8E+01,    5.19
 41,  49,  9d5/2,  5f7/2,        3372.31(7)  ,           1.726(45) ,        ,      0.0572(66),  2.62(14)E+04   ,        3372.31,        0.07,   0.00,       1.726,       0.045,    2.60,         0.0572,         0.0066,   11.49,  2.6241E+04,  1.4E+03,    5.19
 41,  50,  9d5/2,  6f5/2,         6177.1(2)  ,           0.980(24) ,        ,     0.00300(35),  1.377(69)E+03  ,         6177.1,         0.2,   0.00,       0.980,       0.024,    2.49,        0.00300,        0.00035,   11.52,  1.3774E+03,  6.9E+01,    4.99
 41,  51,  9d5/2,  6f7/2,         6177.1(2)  ,            4.38(11) ,        ,      0.0600(68),  2.75(14)E+04   ,         6177.1,         0.2,   0.00,        4.38,        0.11,    2.49,         0.0600,         0.0068,   11.40,  2.7548E+04,  1.4E+03,    4.99
 41,  52,  9d5/2,  7f5/2,        12387.6(9)  ,           2.824(69) ,        ,     0.00309(35),  1.417(70)E+03  ,        12387.6,         0.9,   0.01,       2.824,       0.069,    2.45,        0.00309,        0.00035,   11.49,  1.4170E+03,  7.0E+01,    4.91
 41,  53,  9d5/2,  7f7/2,        12387.6(9)  ,           12.63(31) ,        ,      0.0618(70),  2.83(14)E+04   ,        12387.6,         0.9,   0.01,       12.63,        0.31,    2.45,         0.0618,         0.0070,   11.36,  2.8340E+04,  1.4E+03,    4.91
 41,  54,  9d5/2,  8f5/2,          35630(8)  ,           14.98(30) ,        ,     0.00365(41),  1.675(68)E+03  ,         35630 ,          8 ,   0.02,       14.98,        0.30,    2.03,        0.00365,        0.00041,   11.15,  1.6752E+03,  6.8E+01,    4.06
 41,  55,  9d5/2,  8f7/2,          35630(8)  ,            67.0(14) ,        ,      0.0730(81),  3.35(14)E+04   ,         35630 ,          8 ,   0.02,        67.0,         1.4,    2.03,         0.0730,         0.0081,   11.05,  3.3503E+04,  1.4E+03,    4.06
 43,  11, 10d5/2,  4p3/2,       480.5682     ,           0.255(22) ,        ,       0.561(44),  1.98(35)E+05   ,       480.5682,      0.0000,   0.00,       0.255,       0.022,    8.74,          0.561,          0.044,    7.92,  1.9848E+05,  3.5E+04,   17.48
 43,  13, 10d5/2,  5p3/2,      1095.1155(6)  ,           0.282(44) ,        ,       0.058(18),  2.04(63)E+04   ,      1095.1155,      0.0006,   0.00,       0.282,       0.044,   15.54,          0.058,          0.018,   30.89,  2.0417E+04,  6.3E+03,   31.08
 43,  15, 10d5/2,  6p3/2,        2064.46(2)  ,           0.232(75) ,        ,      0.0058(38),  2.1(13)E+03    ,        2064.46,        0.02,   0.00,       0.232,       0.075,   32.39,         0.0058,         0.0038,   65.18,  2.0582E+03,  1.3E+03,   64.78
 43,  17, 10d5/2,  7p3/2,        3600.75(8)  ,            0.03(12) ,        ,     0.00002(14),  6(50)          ,        3600.75,        0.08,   0.00,        0.03,        0.12,  435.32,        0.00002,        0.00014,  870.67,  5.7664E+00,  5.0E+01,  870.63
 43,  19, 10d5/2,  8p3/2,         6167.2(2)  ,            0.56(20) ,        ,     0.00128(93),  4.5(33)E+02    ,         6167.2,         0.2,   0.00,        0.56,        0.20,   35.89,        0.00128,        0.00093,   72.39,  4.5330E+02,  3.3E+02,   71.79
 43,  21, 10d5/2,  9p3/2,       10993.00(4)  ,            2.41(34) ,        ,      0.0042(12),  1.48(42)E+03   ,       10993.00,        0.04,   0.00,        2.41,        0.34,   14.03,         0.0042,         0.0012,   29.67,  1.4806E+03,  4.2E+02,   28.06
 43,  23, 10d5/2, 10p3/2,        22717.1(2)  ,           10.86(55) ,        ,      0.0096(14),  3.40(34)E+03   ,        22717.1,         0.2,   0.00,       10.86,        0.55,    5.02,         0.0096,         0.0014,   14.10,  3.4001E+03,  3.4E+02,   10.04
 43,  25, 10d5/2, 11p3/2,          87514(2)  ,           176.2(14) ,        ,      0.0442(45),  1.564(24)E+04  ,         87514 ,          2 ,   0.00,       176.2,         1.4,    0.77,         0.0442,         0.0045,   10.10,  1.5640E+04,  2.4E+02,    1.55
 43,  46, 10d5/2,  4f5/2,        1747.11(2)  ,          0.1050(28) ,        ,     0.00197(22),  6.98(38)E+02   ,        1747.11,        0.02,   0.00,      0.1050,      0.0028,    2.70,        0.00197,        0.00022,   11.36,  6.9824E+02,  3.8E+01,    5.41
 43,  47, 10d5/2,  4f7/2,        1747.11(2)  ,           0.470(13) ,        ,      0.0394(44),  1.396(76)E+04  ,        1747.11,        0.02,   0.00,       0.470,       0.013,    2.70,         0.0394,         0.0044,   11.26,  1.3965E+04,  7.6E+02,    5.41
 43,  48, 10d5/2,  5f5/2,        3081.79(6)  ,          0.2785(71) ,        ,     0.00253(28),  8.95(45)E+02   ,        3081.79,        0.06,   0.00,      0.2785,      0.0071,    2.54,        0.00253,        0.00028,   11.20,  8.9510E+02,  4.5E+01,    5.07
 43,  49, 10d5/2,  5f7/2,        3081.79(6)  ,           1.246(32) ,        ,      0.0506(56),  1.790(91)E+04  ,        3081.79,        0.06,   0.00,       1.246,       0.032,    2.54,         0.0506,         0.0056,   11.09,  1.7902E+04,  9.1E+02,    5.07
